"GEO_ID","NAME","B01003_001E","B01003_001M","B01003_001MA","B01003_001EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total",
"8600000US78380","ZCTA5 78380","23610","903","null","null",
"8600000US78382","ZCTA5 78382","19313","594","null","null",
"8600000US78383","ZCTA5 78383","6079","1204","null","null",
"8600000US78384","ZCTA5 78384","5621","639","null","null",
"8600000US78385","ZCTA5 78385","391","174","null","null",
"8600000US78387","ZCTA5 78387","9874","845","null","null",
"8600000US78389","ZCTA5 78389","1984","488","null","null",
"8600000US78390","ZCTA5 78390","5299","765","null","null",
"8600000US78391","ZCTA5 78391","223","158","null","null",
"8600000US78393","ZCTA5 78393","2182","266","null","null",
"8600000US78401","ZCTA5 78401","4823","723","null","null",
"8600000US78402","ZCTA5 78402","159","87","null","null",
"8600000US78404","ZCTA5 78404","16852","1349","null","null",
"8600000US78405","ZCTA5 78405","14224","1355","null","null",
"8600000US78406","ZCTA5 78406","2051","604","null","null",
"8600000US78407","ZCTA5 78407","2292","658","null","null",
"8600000US78408","ZCTA5 78408","11299","1300","null","null",
"8600000US78409","ZCTA5 78409","2448","426","null","null",
"8600000US78410","ZCTA5 78410","28210","2068","null","null",
"8600000US78411","ZCTA5 78411","25548","2059","null","null",
"8600000US78412","ZCTA5 78412","42385","2247","null","null",
"8600000US78413","ZCTA5 78413","39782","2291","null","null",
"8600000US78414","ZCTA5 78414","44014","2445","null","null",
"8600000US78415","ZCTA5 78415","41976","2588","null","null",
"8600000US78416","ZCTA5 78416","15804","1550","null","null",
"8600000US78417","ZCTA5 78417","4572","883","null","null",
"8600000US78418","ZCTA5 78418","29789","1948","null","null",
"8600000US78419","ZCTA5 78419","861","237","null","null",
"8600000US78501","ZCTA5 78501","60299","2690","null","null",
"8600000US78503","ZCTA5 78503","20703","1808","null","null",
"8600000US78504","ZCTA5 78504","61182","3057","null","null",
"8600000US78516","ZCTA5 78516","36248","2230","null","null",
"8600000US78520","ZCTA5 78520","59388","2445","null","null",
"8600000US78521","ZCTA5 78521","89629","2958","null","null",
"8600000US78526","ZCTA5 78526","50057","2513","null","null",
"8600000US78535","ZCTA5 78535","732","239","null","null",
"8600000US78536","ZCTA5 78536","340","113","null","null",
"8600000US78537","ZCTA5 78537","45120","3130","null","null",
"8600000US78538","ZCTA5 78538","10698","1697","null","null",
"8600000US78539","ZCTA5 78539","37411","2318","null","null",
"8600000US78541","ZCTA5 78541","44740","2611","null","null",
"8600000US78542","ZCTA5 78542","80837","4824","null","null",
"8600000US78543","ZCTA5 78543","10188","909","null","null",
"8600000US78545","ZCTA5 78545","202","199","null","null",
"8600000US78548","ZCTA5 78548","583","221","null","null",
"8600000US78549","ZCTA5 78549","1095","555","null","null",
"8600000US78550","ZCTA5 78550","52022","1995","null","null",
"8600000US78552","ZCTA5 78552","38982","2647","null","null",
"8600000US78557","ZCTA5 78557","13984","24","null","null",
"8600000US78558","ZCTA5 78558","979","486","null","null",
"8600000US78559","ZCTA5 78559","13733","1267","null","null",
"8600000US78560","ZCTA5 78560","4743","765","null","null",
"8600000US78561","ZCTA5 78561","482","145","null","null",
"8600000US78562","ZCTA5 78562","3198","146","null","null",
"8600000US78563","ZCTA5 78563","293","146","null","null",
"8600000US78564","ZCTA5 78564","205","213","null","null",
"8600000US78565","ZCTA5 78565","42","65","null","null",
"8600000US78566","ZCTA5 78566","17999","1437","null","null",
"8600000US78567","ZCTA5 78567","269","118","null","null",
"8600000US78569","ZCTA5 78569","4541","597","null","null",
"8600000US78570","ZCTA5 78570","32841","2067","null","null",
"8600000US78572","ZCTA5 78572","80135","3243","null","null",
"8600000US78573","ZCTA5 78573","41336","2346","null","null",
"8600000US78574","ZCTA5 78574","62972","4039","null","null",
"8600000US78575","ZCTA5 78575","12249","1528","null","null",
"8600000US78576","ZCTA5 78576","10262","2193","null","null",
"8600000US78577","ZCTA5 78577","78731","75","null","null",
"8600000US78578","ZCTA5 78578","11509","594","null","null",
"8600000US78579","ZCTA5 78579","5562","761","null","null",
"8600000US78580","ZCTA5 78580","14734","552","null","null",
"8600000US78582","ZCTA5 78582","44047","971","null","null",
"8600000US78583","ZCTA5 78583","6915","864","null","null",
"8600000US78584","ZCTA5 78584","18286","809","null","null",
"8600000US78585","ZCTA5 78585","323","225","null","null",
"8600000US78586","ZCTA5 78586","59360","3004","null","null",
"8600000US78588","ZCTA5 78588","135","103","null","null",
"8600000US78589","ZCTA5 78589","41112","1193","null","null",
"8600000US78590","ZCTA5 78590","298","143","null","null",
"8600000US78591","ZCTA5 78591","260","148","null","null",
"8600000US78592","ZCTA5 78592","752","244","null","null",
"8600000US78593","ZCTA5 78593","5432","954","null","null",
"8600000US78594","ZCTA5 78594","1538","321","null","null",
"8600000US78595","ZCTA5 78595","7442","2039","null","null",
"8600000US78596","ZCTA5 78596","68984","3827","null","null",
"8600000US78597","ZCTA5 78597","2798","19","null","null",
"8600000US78598","ZCTA5 78598","127","63","null","null",
"8600000US78602","ZCTA5 78602","28536","1909","null","null",
"8600000US78605","ZCTA5 78605","6035","866","null","null",
"8600000US78606","ZCTA5 78606","6315","584","null","null",
"8600000US78607","ZCTA5 78607","139","140","null","null",
"8600000US78608","ZCTA5 78608","367","219","null","null",
"8600000US78609","ZCTA5 78609","1999","364","null","null",
"8600000US78610","ZCTA5 78610","39498","1996","null","null",
"8600000US78611","ZCTA5 78611","12454","1004","null","null",
"8600000US78612","ZCTA5 78612","16234","2025","null","null",
"8600000US78613","ZCTA5 78613","83876","1563","null","null",
"8600000US78614","ZCTA5 78614","547","192","null","null",
"8600000US78615","ZCTA5 78615","1363","490","null","null",
"8600000US78616","ZCTA5 78616","8472","1327","null","null",
"8600000US78617","ZCTA5 78617","28376","2213","null","null",
"8600000US78618","ZCTA5 78618","348","125","null","null",
"8600000US78619","ZCTA5 78619","5840","1329","null","null",
"8600000US78620","ZCTA5 78620","18420","1467","null","null",
"8600000US78621","ZCTA5 78621","24590","1743","null","null",
"8600000US78622","ZCTA5 78622","238","118","null","null",
"8600000US78623","ZCTA5 78623","1044","282","null","null",
"8600000US78624","ZCTA5 78624","22751","643","null","null",
"8600000US78626","ZCTA5 78626","38537","2109","null","null",
"8600000US78628","ZCTA5 78628","39529","2274","null","null",
"8600000US78629","ZCTA5 78629","12612","536","null","null",
"8600000US78631","ZCTA5 78631","3157","559","null","null",
"8600000US78632","ZCTA5 78632","1268","504","null","null",
"8600000US78633","ZCTA5 78633","26632","1498","null","null",
"8600000US78634","ZCTA5 78634","37298","1427","null","null",
"8600000US78635","ZCTA5 78635","609","374","null","null",
"8600000US78636","ZCTA5 78636","3307","426","null","null",
"8600000US78638","ZCTA5 78638","2112","452","null","null",
"8600000US78639","ZCTA5 78639","8869","661","null","null",
"8600000US78640","ZCTA5 78640","61991","1508","null","null",
"8600000US78641","ZCTA5 78641","78568","1938","null","null",
"8600000US78642","ZCTA5 78642","13408","1399","null","null",
"8600000US78643","ZCTA5 78643","6938","487","null","null",
"8600000US78644","ZCTA5 78644","17675","930","null","null",
"8600000US78645","ZCTA5 78645","11873","640","null","null",
"8600000US78648","ZCTA5 78648","8264","498","null","null",
"8600000US78650","ZCTA5 78650","2366","794","null","null",
"8600000US78652","ZCTA5 78652","5763","957","null","null",
"8600000US78653","ZCTA5 78653","29622","2992","null","null",
"8600000US78654","ZCTA5 78654","18524","768","null","null",
"8600000US78655","ZCTA5 78655","3892","781","null","null",
"8600000US78656","ZCTA5 78656","2590","610","null","null",
"8600000US78657","ZCTA5 78657","6509","749","null","null",
"8600000US78659","ZCTA5 78659","2983","769","null","null",
"8600000US78660","ZCTA5 78660","101937","4829","null","null",
"8600000US78661","ZCTA5 78661","272","118","null","null",
"8600000US78662","ZCTA5 78662","2697","664","null","null",
"8600000US78663","ZCTA5 78663","782","277","null","null",
"8600000US78664","ZCTA5 78664","63661","2226","null","null",
"8600000US78665","ZCTA5 78665","51925","2706","null","null",
"8600000US78666","ZCTA5 78666","81844","1273","null","null",
"8600000US78669","ZCTA5 78669","14038","1161","null","null",
"8600000US78670","ZCTA5 78670","101","58","null","null",
"8600000US78671","ZCTA5 78671","659","236","null","null",
"8600000US78672","ZCTA5 78672","960","234","null","null",
"8600000US78675","ZCTA5 78675","304","172","null","null",
"8600000US78676","ZCTA5 78676","13981","1480","null","null",
"8600000US78677","ZCTA5 78677","19","21","null","null",
"8600000US78681","ZCTA5 78681","58983","2314","null","null",
"8600000US78701","ZCTA5 78701","11903","1428","null","null",
"8600000US78702","ZCTA5 78702","25393","1893","null","null",
"8600000US78703","ZCTA5 78703","20297","1607","null","null",
"8600000US78704","ZCTA5 78704","51422","2514","null","null",
"8600000US78705","ZCTA5 78705","33262","1906","null","null",
"8600000US78712","ZCTA5 78712","887","331","null","null",
"8600000US78717","ZCTA5 78717","29463","1642","null","null",
"8600000US78719","ZCTA5 78719","1803","409","null","null",
"8600000US78721","ZCTA5 78721","11054","961","null","null",
"8600000US78722","ZCTA5 78722","6713","589","null","null",
"8600000US78723","ZCTA5 78723","37552","2022","null","null",
"8600000US78724","ZCTA5 78724","25328","2304","null","null",
"8600000US78725","ZCTA5 78725","8303","952","null","null",
"8600000US78726","ZCTA5 78726","13304","1474","null","null",
"8600000US78727","ZCTA5 78727","31856","1925","null","null",
"8600000US78728","ZCTA5 78728","21857","2116","null","null",
"8600000US78729","ZCTA5 78729","27707","1691","null","null",
"8600000US78730","ZCTA5 78730","10527","1430","null","null",
"8600000US78731","ZCTA5 78731","27664","1629","null","null",
"8600000US78732","ZCTA5 78732","18535","2571","null","null",
"8600000US78733","ZCTA5 78733","8711","997","null","null",
"8600000US78734","ZCTA5 78734","19711","1183","null","null",
"8600000US78735","ZCTA5 78735","18211","1408","null","null",
"8600000US78736","ZCTA5 78736","10010","1265","null","null",
"8600000US78737","ZCTA5 78737","20609","1969","null","null",
"8600000US78738","ZCTA5 78738","15090","740","null","null",
"8600000US78739","ZCTA5 78739","20631","1440","null","null",
"8600000US78741","ZCTA5 78741","47529","2277","null","null",
"8600000US78742","ZCTA5 78742","888","371","null","null",
"8600000US78744","ZCTA5 78744","48551","2941","null","null",
"8600000US78745","ZCTA5 78745","63287","3118","null","null",
"8600000US78746","ZCTA5 78746","27671","1028","null","null",
"8600000US78747","ZCTA5 78747","20137","1142","null","null",
"8600000US78748","ZCTA5 78748","52076","2931","null","null",
"8600000US78749","ZCTA5 78749","38503","2252","null","null",
"8600000US78750","ZCTA5 78750","33860","2270","null","null",
"8600000US78751","ZCTA5 78751","16138","1355","null","null",
"8600000US78752","ZCTA5 78752","20779","1980","null","null",
"8600000US78753","ZCTA5 78753","60035","3164","null","null",
"8600000US78754","ZCTA5 78754","26508","2497","null","null",
"8600000US78756","ZCTA5 78756","9450","1124","null","null",
"8600000US78757","ZCTA5 78757","26485","2406","null","null",
"8600000US78758","ZCTA5 78758","50575","3125","null","null",
"8600000US78759","ZCTA5 78759","45901","2097","null","null",
"8600000US78801","ZCTA5 78801","22707","679","null","null",
"8600000US78802","ZCTA5 78802","226","321","null","null",
"8600000US78827","ZCTA5 78827","1030","413","null","null",
"8600000US78828","ZCTA5 78828","94","78","null","null",
"8600000US78829","ZCTA5 78829","1764","512","null","null",
"8600000US78830","ZCTA5 78830","877","423","null","null",
"8600000US78832","ZCTA5 78832","3674","*****","*****","null",
"8600000US78833","ZCTA5 78833","1526","417","null","null",
"8600000US78834","ZCTA5 78834","8245","756","null","null",
"8600000US78836","ZCTA5 78836","80","85","null","null",
"8600000US78837","ZCTA5 78837","212","117","null","null",
"8600000US78838","ZCTA5 78838","141","79","null","null",
"8600000US78839","ZCTA5 78839","8790","445","null","null",
"8600000US78840","ZCTA5 78840","47993","197","null","null",
"8600000US78843","ZCTA5 78843","713","141","null","null",
"8600000US78850","ZCTA5 78850","1056","302","null","null",
"8600000US78851","ZCTA5 78851","11","16","null","null",
"8600000US78852","ZCTA5 78852","57160","514","null","null",
"8600000US78860","ZCTA5 78860","0","14","null","null",
"8600000US78861","ZCTA5 78861","14318","906","null","null",
"8600000US78870","ZCTA5 78870","1092","409","null","null",
"8600000US78871","ZCTA5 78871","31","46","null","null",
"8600000US78872","ZCTA5 78872","1376","387","null","null",
"8600000US78873","ZCTA5 78873","1839","373","null","null",
"8600000US78877","ZCTA5 78877","938","514","null","null",
"8600000US78879","ZCTA5 78879","145","135","null","null",
"8600000US78880","ZCTA5 78880","1736","243","null","null",
"8600000US78881","ZCTA5 78881","1601","349","null","null",
"8600000US78883","ZCTA5 78883","314","165","null","null",
"8600000US78884","ZCTA5 78884","1645","438","null","null",
"8600000US78885","ZCTA5 78885","124","88","null","null",
"8600000US78886","ZCTA5 78886","490","239","null","null",
"8600000US78931","ZCTA5 78931","326","234","null","null",
"8600000US78932","ZCTA5 78932","470","157","null","null",
"8600000US78933","ZCTA5 78933","1194","425","null","null",
"8600000US78934","ZCTA5 78934","6698","780","null","null",
"8600000US78935","ZCTA5 78935","926","289","null","null",
"8600000US78938","ZCTA5 78938","314","217","null","null",
"8600000US78940","ZCTA5 78940","2370","374","null","null",
"8600000US78941","ZCTA5 78941","3046","440","null","null",
"8600000US78942","ZCTA5 78942","9565","659","null","null",
"8600000US78943","ZCTA5 78943","269","171","null","null",
"8600000US78944","ZCTA5 78944","614","228","null","null",
"8600000US78945","ZCTA5 78945","10388","585","null","null",
"8600000US78946","ZCTA5 78946","1298","355","null","null",
"8600000US78947","ZCTA5 78947","4679","633","null","null",
"8600000US78948","ZCTA5 78948","320","113","null","null",
"8600000US78949","ZCTA5 78949","822","322","null","null",
"8600000US78950","ZCTA5 78950","1863","410","null","null",
"8600000US78951","ZCTA5 78951","0","14","null","null",
"8600000US78953","ZCTA5 78953","775","348","null","null",
"8600000US78954","ZCTA5 78954","1207","268","null","null",
"8600000US78956","ZCTA5 78956","5977","634","null","null",
"8600000US78957","ZCTA5 78957","9218","789","null","null",
"8600000US78959","ZCTA5 78959","1742","345","null","null",
"8600000US78962","ZCTA5 78962","5290","754","null","null",
"8600000US78963","ZCTA5 78963","868","259","null","null",
"8600000US79001","ZCTA5 79001","174","52","null","null",
"8600000US79003","ZCTA5 79003","202","79","null","null",
"8600000US79005","ZCTA5 79005","1610","154","null","null",
"8600000US79007","ZCTA5 79007","13936","306","null","null",
"8600000US79009","ZCTA5 79009","1734","393","null","null",
"8600000US79010","ZCTA5 79010","833","363","null","null",
"8600000US79011","ZCTA5 79011","202","72","null","null",
"8600000US79012","ZCTA5 79012","2156","583","null","null",
"8600000US79013","ZCTA5 79013","3447","192","null","null",
"8600000US79014","ZCTA5 79014","3844","55","null","null",
"8600000US79015","ZCTA5 79015","22914","780","null","null",
"8600000US79016","ZCTA5 79016","152","116","null","null",
"8600000US79018","ZCTA5 79018","330","103","null","null",
"8600000US79019","ZCTA5 79019","1890","147","null","null",
"8600000US79021","ZCTA5 79021","147","64","null","null",
"8600000US79022","ZCTA5 79022","11210","263","null","null",
"8600000US79024","ZCTA5 79024","393","110","null","null",
"8600000US79025","ZCTA5 79025","26","27","null","null",
"8600000US79027","ZCTA5 79027","4873","280","null","null",
"8600000US79029","ZCTA5 79029","15349","357","null","null",
"8600000US79031","ZCTA5 79031","1360","222","null","null",
"8600000US79032","ZCTA5 79032","85","54","null","null",
"8600000US79033","ZCTA5 79033","49","41","null","null",
"8600000US79034","ZCTA5 79034","501","94","null","null",
"8600000US79035","ZCTA5 79035","5166","285","null","null",
"8600000US79036","ZCTA5 79036","5245","473","null","null",
"8600000US79039","ZCTA5 79039","844","165","null","null",
"8600000US79040","ZCTA5 79040","2085","325","null","null",
"8600000US79041","ZCTA5 79041","2711","373","null","null",
"8600000US79042","ZCTA5 79042","1051","201","null","null",
"8600000US79043","ZCTA5 79043","1480","238","null","null",
"8600000US79044","ZCTA5 79044","694","183","null","null",
"8600000US79045","ZCTA5 79045","18706","218","null","null",
"8600000US79046","ZCTA5 79046","757","136","null","null",
"8600000US79051","ZCTA5 79051","0","14","null","null",
"8600000US79052","ZCTA5 79052","1322","203","null","null",
"8600000US79053","ZCTA5 79053","73","46","null","null",
"8600000US79054","ZCTA5 79054","584","141","null","null",
"8600000US79056","ZCTA5 79056","60","28","null","null",
"8600000US79057","ZCTA5 79057","1320","258","null","null",
"8600000US79058","ZCTA5 79058","0","14","null","null",
"8600000US79059","ZCTA5 79059","652","106","null","null",
"8600000US79061","ZCTA5 79061","182","61","null","null",
"8600000US79062","ZCTA5 79062","267","193","null","null",
"8600000US79063","ZCTA5 79063","754","154","null","null",
"8600000US79064","ZCTA5 79064","2436","271","null","null",
"8600000US79065","ZCTA5 79065","20148","240","null","null",
"8600000US79068","ZCTA5 79068","3506","352","null","null",
"8600000US79070","ZCTA5 79070","9652","99","null","null",
"8600000US79072","ZCTA5 79072","26404","633","null","null",
"8600000US79078","ZCTA5 79078","175","89","null","null",
"8600000US79079","ZCTA5 79079","2570","223","null","null",
"8600000US79080","ZCTA5 79080","453","111","null","null",
"8600000US79081","ZCTA5 79081","3546","361","null","null",
"8600000US79082","ZCTA5 79082","165","83","null","null",
"8600000US79083","ZCTA5 79083","2108","313","null","null",
"8600000US79084","ZCTA5 79084","2021","212","null","null",
"8600000US79085","ZCTA5 79085","26","40","null","null",
"8600000US79086","ZCTA5 79086","2476","338","null","null",
"8600000US79087","ZCTA5 79087","637","188","null","null",
"8600000US79088","ZCTA5 79088","5401","188","null","null",
"8600000US79091","ZCTA5 79091","69","92","null","null",
"8600000US79092","ZCTA5 79092","1124","226","null","null",
"8600000US79093","ZCTA5 79093","101","70","null","null",
"8600000US79094","ZCTA5 79094","12","12","null","null",
"8600000US79095","ZCTA5 79095","2677","127","null","null",
"8600000US79096","ZCTA5 79096","2175","210","null","null",
"8600000US79097","ZCTA5 79097","1001","235","null","null",
"8600000US79098","ZCTA5 79098","365","151","null","null",
"8600000US79101","ZCTA5 79101","2271","637","null","null",
"8600000US79102","ZCTA5 79102","10245","906","null","null",
"8600000US79103","ZCTA5 79103","10529","1158","null","null",
"8600000US79104","ZCTA5 79104","6861","865","null","null",
"8600000US79105","ZCTA5 79105","0","14","null","null",
"8600000US79106","ZCTA5 79106","28289","1774","null","null",
"8600000US79107","ZCTA5 79107","34204","1489","null","null",
"8600000US79108","ZCTA5 79108","14580","915","null","null",
"8600000US79109","ZCTA5 79109","43652","1611","null","null",
"8600000US79110","ZCTA5 79110","19729","1415","null","null",
"8600000US79111","ZCTA5 79111","2140","434","null","null",
"8600000US79118","ZCTA5 79118","23668","1364","null","null",
"8600000US79119","ZCTA5 79119","18510","1170","null","null",
"8600000US79121","ZCTA5 79121","5684","672","null","null",
"8600000US79124","ZCTA5 79124","8159","876","null","null",
"8600000US79201","ZCTA5 79201","7227","51","null","null",
"8600000US79220","ZCTA5 79220","271","104","null","null",
"8600000US79225","ZCTA5 79225","1002","228","null","null",
"8600000US79226","ZCTA5 79226","2767","136","null","null",
"8600000US79227","ZCTA5 79227","1260","174","null","null",
"8600000US79229","ZCTA5 79229","451","121","null","null",
"8600000US79230","ZCTA5 79230","156","108","null","null",
"8600000US79231","ZCTA5 79231","112","132","null","null",
"8600000US79233","ZCTA5 79233","130","56","null","null",
"8600000US79234","ZCTA5 79234","42","32","null","null",
"8600000US79235","ZCTA5 79235","3335","232","null","null",
"8600000US79236","ZCTA5 79236","265","85","null","null",
"8600000US79237","ZCTA5 79237","454","117","null","null",
"8600000US79239","ZCTA5 79239","161","68","null","null",
"8600000US79240","ZCTA5 79240","97","57","null","null",
"8600000US79241","ZCTA5 79241","2166","295","null","null",
"8600000US79243","ZCTA5 79243","58","47","null","null",
"8600000US79244","ZCTA5 79244","894","147","null","null",
"8600000US79245","ZCTA5 79245","2339","125","null","null",
"8600000US79247","ZCTA5 79247","35","24","null","null",
"8600000US79248","ZCTA5 79248","1595","194","null","null",
"8600000US79250","ZCTA5 79250","1438","235","null","null",
"8600000US79251","ZCTA5 79251","29","22","null","null",
"8600000US79252","ZCTA5 79252","3017","242","null","null",
"8600000US79255","ZCTA5 79255","480","132","null","null",
"8600000US79256","ZCTA5 79256","359","94","null","null",
"8600000US79257","ZCTA5 79257","903","151","null","null",
"8600000US79258","ZCTA5 79258","60","66","null","null",
"8600000US79259","ZCTA5 79259","46","41","null","null",
"8600000US79261","ZCTA5 79261","370","87","null","null",
"8600000US79311","ZCTA5 79311","3777","699","null","null",
"8600000US79312","ZCTA5 79312","1127","382","null","null",
"8600000US79313","ZCTA5 79313","1505","238","null","null",
"8600000US79314","ZCTA5 79314","109","81","null","null",
"8600000US79316","ZCTA5 79316","10772","226","null","null",
"8600000US79322","ZCTA5 79322","2032","183","null","null",
"8600000US79323","ZCTA5 79323","7347","588","null","null",
"8600000US79324","ZCTA5 79324","58","95","null","null",
"8600000US79325","ZCTA5 79325","2327","359","null","null",
"8600000US79326","ZCTA5 79326","63","60","null","null",
"8600000US79329","ZCTA5 79329","2891","343","null","null",
"8600000US79330","ZCTA5 79330","70","57","null","null",
"8600000US79331","ZCTA5 79331","12309","208","null","null",
"8600000US79336","ZCTA5 79336","16827","344","null","null",
"8600000US79339","ZCTA5 79339","6591","213","null","null",
"8600000US79342","ZCTA5 79342","479","228","null","null",
"8600000US79343","ZCTA5 79343","1695","233","null","null",
"8600000US79344","ZCTA5 79344","238","349","null","null",
"8600000US79345","ZCTA5 79345","1248","276","null","null",
"8600000US79346","ZCTA5 79346","2198","145","null","null",
"8600000US79347","ZCTA5 79347","6954","1355","null","null",
"8600000US79350","ZCTA5 79350","428","194","null","null",
"8600000US79351","ZCTA5 79351","1478","201","null","null",
"8600000US79353","ZCTA5 79353","11","8","null","null",
"8600000US79355","ZCTA5 79355","1926","420","null","null",
"8600000US79356","ZCTA5 79356","5931","238","null","null",
"8600000US79357","ZCTA5 79357","2071","187","null","null",
"8600000US79358","ZCTA5 79358","1306","235","null","null",
"8600000US79359","ZCTA5 79359","3129","142","null","null",
"8600000US79360","ZCTA5 79360","16760","497","null","null",
"8600000US79363","ZCTA5 79363","5374","514","null","null",
"8600000US79364","ZCTA5 79364","7161","274","null","null",
"8600000US79366","ZCTA5 79366","903","163","null","null",
"8600000US79367","ZCTA5 79367","667","193","null","null",
"8600000US79369","ZCTA5 79369","69","59","null","null",
"8600000US79370","ZCTA5 79370","1483","144","null","null",
"8600000US79371","ZCTA5 79371","1415","268","null","null",
"8600000US79372","ZCTA5 79372","1488","232","null","null",
"8600000US79373","ZCTA5 79373","2985","98","null","null",
"8600000US79376","ZCTA5 79376","15","16","null","null",
"8600000US79377","ZCTA5 79377","246","88","null","null",
"8600000US79378","ZCTA5 79378","312","108","null","null",
"8600000US79379","ZCTA5 79379","551","137","null","null",
"8600000US79380","ZCTA5 79380","94","54","null","null",
"8600000US79381","ZCTA5 79381","1590","157","null","null",
"8600000US79382","ZCTA5 79382","8515","817","null","null",
"8600000US79401","ZCTA5 79401","9084","1166","null","null",
"8600000US79403","ZCTA5 79403","16348","1475","null","null",
"8600000US79404","ZCTA5 79404","9630","1165","null","null",
"8600000US79406","ZCTA5 79406","7288","986","null","null",
"8600000US79407","ZCTA5 79407","22157","1501","null","null",
"8600000US79410","ZCTA5 79410","10588","1280","null","null",
"8600000US79411","ZCTA5 79411","6661","1102","null","null",
"8600000US79412","ZCTA5 79412","15597","1449","null","null",
"8600000US79413","ZCTA5 79413","23820","2278","null","null",
"8600000US79414","ZCTA5 79414","17806","1433","null","null",
"8600000US79415","ZCTA5 79415","17894","1242","null","null",
"8600000US79416","ZCTA5 79416","34628","2270","null","null",
"8600000US79423","ZCTA5 79423","42354","1844","null","null",
"8600000US79424","ZCTA5 79424","49191","2460","null","null",
"8600000US79501","ZCTA5 79501","2535","315","null","null",
"8600000US79502","ZCTA5 79502","1297","152","null","null",
"8600000US79503","ZCTA5 79503","137","80","null","null",
"8600000US79504","ZCTA5 79504","3375","427","null","null",
"8600000US79505","ZCTA5 79505","307","111","null","null",
"8600000US79506","ZCTA5 79506","555","100","null","null",
"8600000US79508","ZCTA5 79508","1060","313","null","null",
"8600000US79510","ZCTA5 79510","7801","374","null","null",
"8600000US79511","ZCTA5 79511","1417","285","null","null",
"8600000US79512","ZCTA5 79512","7451","357","null","null",
"8600000US79517","ZCTA5 79517","226","133","null","null",
"8600000US79518","ZCTA5 79518","67","30","null","null",
"8600000US79519","ZCTA5 79519","61","46","null","null",
"8600000US79520","ZCTA5 79520","2286","389","null","null",
"8600000US79521","ZCTA5 79521","3563","86","null","null",
"8600000US79525","ZCTA5 79525","2561","401","null","null",
"8600000US79526","ZCTA5 79526","873","242","null","null",
"8600000US79527","ZCTA5 79527","225","114","null","null",
"8600000US79528","ZCTA5 79528","625","154","null","null",
"8600000US79529","ZCTA5 79529","1339","164","null","null",
"8600000US79530","ZCTA5 79530","450","182","null","null",
"8600000US79532","ZCTA5 79532","671","288","null","null",
"8600000US79533","ZCTA5 79533","392","135","null","null",
"8600000US79534","ZCTA5 79534","165","84","null","null",
"8600000US79535","ZCTA5 79535","188","58","null","null",
"8600000US79536","ZCTA5 79536","5230","639","null","null",
"8600000US79537","ZCTA5 79537","24","26","null","null",
"8600000US79538","ZCTA5 79538","264","92","null","null",
"8600000US79539","ZCTA5 79539","221","63","null","null",
"8600000US79540","ZCTA5 79540","51","42","null","null",
"8600000US79541","ZCTA5 79541","1172","590","null","null",
"8600000US79543","ZCTA5 79543","1319","212","null","null",
"8600000US79544","ZCTA5 79544","475","122","null","null",
"8600000US79545","ZCTA5 79545","1950","210","null","null",
"8600000US79546","ZCTA5 79546","1734","196","null","null",
"8600000US79547","ZCTA5 79547","932","132","null","null",
"8600000US79548","ZCTA5 79548","197","55","null","null",
"8600000US79549","ZCTA5 79549","15708","303","null","null",
"8600000US79553","ZCTA5 79553","3127","93","null","null",
"8600000US79556","ZCTA5 79556","12683","206","null","null",
"8600000US79560","ZCTA5 79560","160","79","null","null",
"8600000US79561","ZCTA5 79561","440","133","null","null",
"8600000US79562","ZCTA5 79562","3795","645","null","null",
"8600000US79563","ZCTA5 79563","1013","222","null","null",
"8600000US79565","ZCTA5 79565","195","112","null","null",
"8600000US79566","ZCTA5 79566","218","97","null","null",
"8600000US79567","ZCTA5 79567","3149","243","null","null",
"8600000US79601","ZCTA5 79601","27385","1309","null","null",
"8600000US79602","ZCTA5 79602","26033","1637","null","null",
"8600000US79603","ZCTA5 79603","23602","1593","null","null",
"8600000US79605","ZCTA5 79605","28259","1461","null","null",
"8600000US79606","ZCTA5 79606","25568","1707","null","null",
"8600000US79607","ZCTA5 79607","3714","544","null","null",
"8600000US79699","ZCTA5 79699","118","93","null","null",
"8600000US79701","ZCTA5 79701","32692","2273","null","null",
"8600000US79703","ZCTA5 79703","24683","2767","null","null",
"8600000US79705","ZCTA5 79705","43119","2391","null","null",
"8600000US79706","ZCTA5 79706","27354","2046","null","null",
"8600000US79707","ZCTA5 79707","38644","2279","null","null",
"8600000US79713","ZCTA5 79713","725","205","null","null",
"8600000US79714","ZCTA5 79714","18227","*****","*****","null",
"8600000US79718","ZCTA5 79718","1029","380","null","null",
"8600000US79719","ZCTA5 79719","465","164","null","null",
"8600000US79720","ZCTA5 79720","34454","386","null","null",
"8600000US79730","ZCTA5 79730","229","132","null","null",
"8600000US79731","ZCTA5 79731","4619","143","null","null",
"8600000US79733","ZCTA5 79733","449","246","null","null",
"8600000US79734","ZCTA5 79734","2044","1464","null","null",
"8600000US79735","ZCTA5 79735","13636","375","null","null",
"8600000US79738","ZCTA5 79738","187","71","null","null",
"8600000US79739","ZCTA5 79739","1278","176","null","null",
"8600000US79741","ZCTA5 79741","197","101","null","null",
"8600000US79742","ZCTA5 79742","617","210","null","null",
"8600000US79743","ZCTA5 79743","339","129","null","null",
