Zipcode,Population,Count,IncidentsPer1000,ProblemType,ProblemCount
78205,1503.0,2605,1733.2,Patrol By,812
78215,2925.0,1275,435.9,Patrol By,460
78257,8113.0,1073,132.3,Traffic Related,340
78235,1471.0,188,127.8,Disturbance,23
78212,27940.0,3314,118.6,Traffic Related,663
78208,4549.0,523,115.0,Traffic Related,88
78204,12850.0,1394,108.5,Traffic Related,300
78207,57700.0,6217,107.7,Patrol By,1077
78216,45325.0,4515,99.6,Traffic Related,866
78202,11675.0,1120,95.9,Disturbance,159
78238,27027.0,2543,94.1,Traffic Related,469
78219,17705.0,1519,85.8,Traffic Related,281
78220,17095.0,1432,83.8,Disturbance,199
78224,22569.0,1871,82.9,Traffic Related,309
78203,6162.0,507,82.3,Patrol By,105
78229,35589.0,2848,80.0,Disturbance,463
78226,8012.0,615,76.8,Disturbance,100
78201,50336.0,3705,73.6,Patrol By,603
78237,41247.0,2988,72.4,Patrol By,421
78210,37061.0,2654,71.6,Patrol By,368
78218,38749.0,2757,71.2,Traffic Related,502
78227,49326.0,3468,70.3,Traffic Related,707
78214,26805.0,1874,69.9,Disturbance,289
78211,34539.0,2136,61.8,Traffic Related,237
78231,10132.0,607,59.9,Patrol By,258
78256,11435.0,675,59.0,Traffic Related,117
78223,56484.0,3298,58.4,Disturbance,456
78217,35257.0,2039,57.8,Disturbance,285
78230,45661.0,2545,55.7,Traffic Related,637
78225,15147.0,787,52.0,Patrol By,140
78228,61441.0,3114,50.7,Disturbance,475
78221,42535.0,2081,48.9,Disturbance,303
78242,35159.0,1705,48.5,Patrol By,225
78209,44706.0,2064,46.2,Patrol By,375
78222,25935.0,1189,45.8,Traffic Related,208
78232,39638.0,1812,45.7,Traffic Related,447
78249,61712.0,2694,43.7,Traffic Related,684
78258,47146.0,1830,38.8,Traffic Related,492
78073,8897.0,340,38.2,Disturbance,48
78233,48060.0,1818,37.8,Disturbance,258
78240,61937.0,2325,37.5,Disturbance,366
78251,65885.0,2433,36.9,Disturbance,294
78247,53597.0,1970,36.8,Patrol By,290
78213,45124.0,1524,33.8,Disturbance,206
78245,76392.0,2215,29.0,Traffic Related,290
78259,26591.0,720,27.1,Patrol By,118
78266,6592.0,164,24.9,Minor Accident,42
78250,62951.0,1495,23.7,Traffic Related,154
78252,11479.0,252,22.0,Disturbance Family,25
78248,13822.0,275,19.9,Traffic Related,63
78244,33988.0,534,15.7,Disturbance,60
78112,8725.0,134,15.4,Traffic Related,44
78253,41900.0,612,14.6,SAPD Non-Emergency Call,153
78254,61141.0,874,14.3,Traffic Related,112
78264,10603.0,152,14.3,Patrol By,42
78109,39424.0,492,12.5,Traffic Related,115
78236,6760.0,75,11.1,Patrol By,25
78239,26966.0,285,10.6,Disturbance,39
78234,4917.0,49,10.0,Patrol By,17
78255,15064.0,145,9.6,Minor Accident,23
78260,26164.0,236,9.0,Traffic Related,72
78263,3561.0,30,8.4,SAPD Emergency Call,8
78023,29847.0,212,7.1,Traffic Related,37
78261,16518.0,50,3.0,SAPD Non-Emergency Call,28
78154,41171.0,121,2.9,Traffic Related,26
78243,419.0,1,2.4,Traffic Related,1
78152,2569.0,5,1.9,SAPD Non-Emergency Call,4
78002,5758.0,9,1.6,SAPD Non-Emergency Call,6
78124,6553.0,5,0.8,SAPD Emergency Call,3
78404,16852.0,14,0.8,Patrol By,8
78123,2801.0,2,0.7,Miscellaneous,2
78006,37568.0,23,0.6,SAPD Non-Emergency Call,9
78101,7434.0,4,0.5,SAPD Non-Emergency Call,3
78015,17187.0,7,0.4,SAPD Non-Emergency Call,4
78069,6187.0,2,0.3,SAPD Non-Emergency Call,2
78163,13937.0,3,0.2,Traffic Related,2
78052,6128.0,1,0.2,SAPD Non-Emergency Call,1
78148,22955.0,2,0.1,Miscellaneous,1
78734,19711.0,1,0.1,Patrol By,1
78130,79786.0,2,0.0,Ordinance Violation,1
78155,50832.0,1,0.0,SAPD Emergency Call,1
