Zipcode,Population,Count,IncidentsPer1000,ProblemType,ProblemCount
78205,1503.0,2480,1650.0,Patrol By,557
78215,2925.0,1135,388.0,Traffic Related,185
78235,1471.0,257,174.7,Disturbance,27
78208,4549.0,588,129.3,Traffic Related,96
78216,45325.0,5529,122.0,Traffic Related,1097
78257,8113.0,980,120.8,Traffic Related,232
78204,12850.0,1485,115.6,Traffic Related,269
78212,27940.0,3217,115.1,Traffic Related,666
78203,6162.0,669,108.6,Patrol By,92
78202,11675.0,1260,107.9,Patrol By,193
78207,57700.0,5798,100.5,Disturbance,833
78220,17095.0,1685,98.6,Patrol By,207
78238,27027.0,2610,96.6,Traffic Related,630
78219,17705.0,1646,93.0,Traffic Related,378
78218,38749.0,3441,88.8,Traffic Related,931
78224,22569.0,1885,83.5,Traffic Related,354
78229,35589.0,2894,81.3,Disturbance,489
78201,50336.0,3928,78.0,Patrol By,618
78210,37061.0,2856,77.1,Disturbance,433
78237,41247.0,3102,75.2,Traffic Related,438
78214,26805.0,2013,75.1,Disturbance,324
78227,49326.0,3657,74.1,Traffic Related,573
78226,8012.0,576,71.9,Patrol By,102
78230,45661.0,2940,64.4,Traffic Related,1054
78211,34539.0,2171,62.9,Traffic Related,275
78225,15147.0,934,61.7,Traffic Related,157
78223,56484.0,3454,61.2,Disturbance,538
78217,35257.0,2089,59.3,Disturbance,316
78231,10132.0,595,58.7,Patrol By,223
78256,11435.0,655,57.3,Patrol By,104
78221,42535.0,2423,57.0,Disturbance,337
78228,61441.0,3029,49.3,Disturbance,506
78209,44706.0,2189,49.0,Traffic Related,426
78242,35159.0,1621,46.1,Patrol By,195
78222,25935.0,1177,45.4,Disturbance,129
78073,8897.0,393,44.2,Major Accident,38
78249,61712.0,2617,42.4,Traffic Related,599
78232,39638.0,1592,40.2,Traffic Related,434
78251,65885.0,2618,39.7,Disturbance,382
78213,45124.0,1753,38.8,Traffic Related,282
78247,53597.0,2071,38.6,Patrol By,259
78240,61937.0,2353,38.0,Disturbance,324
78233,48060.0,1816,37.8,Traffic Related,246
78258,47146.0,1439,30.5,Traffic Related,310
78245,76392.0,2140,28.0,Traffic Related,322
78252,11479.0,310,27.0,Disturbance,33
78266,6592.0,172,26.1,Minor Accident,42
78259,26591.0,631,23.7,Traffic Related,94
78248,13822.0,308,22.3,Disturbance,38
78250,62951.0,1399,22.2,Disturbance,147
78244,33988.0,600,17.7,SAPD Non-Emergency Call,70
78112,8725.0,154,17.7,Traffic Related,34
78254,61141.0,965,15.8,Disturbance,109
78253,41900.0,624,14.9,SAPD Non-Emergency Call,131
78264,10603.0,156,14.7,Patrol By,44
78234,4917.0,72,14.6,Patrol By,23
78109,39424.0,565,14.3,Traffic Related,116
78239,26966.0,374,13.9,SAPD Emergency Call,35
78255,15064.0,169,11.2,Disturbance,17
78260,26164.0,236,9.0,Traffic Related,50
78023,29847.0,242,8.1,Traffic Related,40
78263,3561.0,21,5.9,SAPD Non-Emergency Call,9
78243,419.0,2,4.8,Major Accident,2
78236,6760.0,27,4.0,Patrol By,6
78261,16518.0,46,2.8,SAPD Non-Emergency Call,33
78002,5758.0,16,2.8,SAPD Non-Emergency Call,10
78154,41171.0,80,1.9,Traffic Related,24
78152,2569.0,4,1.6,SAPD Non-Emergency Call,3
78404,16852.0,13,0.8,Patrol By,10
78101,7434.0,6,0.8,SAPD Emergency Call,3
78006,37568.0,25,0.7,SAPD Non-Emergency Call,14
78052,6128.0,3,0.5,SAPD Non-Emergency Call,2
78069,6187.0,3,0.5,SAPD Non-Emergency Call,2
78009,7632.0,2,0.3,Assault,1
78015,17187.0,5,0.3,SAPD Non-Emergency Call,2
78155,50832.0,4,0.1,Patrol By,4
78148,22955.0,3,0.1,CRT Follow Up,1
78163,13937.0,2,0.1,Disturbance,1
78108,43579.0,1,0.0,Welfare Check,1
78702,25393.0,1,0.0,Patrol By,1
78753,60035.0,1,0.0,CRT Follow Up,1
78705,33262.0,1,0.0,Patrol By,1
