Zipcode,Population,Count,IncidentsPer1000,ProblemType,ProblemCount
78205,1503.0,2349,1562.9,Disturbance,498
78215,2925.0,1038,354.9,Patrol By,190
78216,45325.0,6242,137.7,Traffic Related,1491
78257,8113.0,1032,127.2,Traffic Related,323
78235,1471.0,184,125.1,Disturbance,30
78204,12850.0,1347,104.8,Traffic Related,275
78238,27027.0,2791,103.3,Traffic Related,715
78207,57700.0,5621,97.4,Patrol By,881
78212,27940.0,2633,94.2,Patrol By,379
78208,4549.0,424,93.2,Traffic Related,92
78227,49326.0,4254,86.2,Traffic Related,1295
78229,35589.0,3065,86.1,Disturbance,511
78220,17095.0,1472,86.1,Disturbance,197
78202,11675.0,983,84.2,Disturbance,148
78203,6162.0,513,83.3,Traffic Related,88
78218,38749.0,3213,82.9,Traffic Related,766
78219,17705.0,1448,81.8,Traffic Related,328
78237,41247.0,3175,77.0,Traffic Related,752
78210,37061.0,2777,74.9,Traffic Related,517
78230,45661.0,3405,74.6,Traffic Related,1548
78201,50336.0,3684,73.2,Disturbance,553
78224,22569.0,1600,70.9,Traffic Related,225
78214,26805.0,1776,66.3,Disturbance,272
78226,8012.0,520,64.9,Disturbance,82
78223,56484.0,3599,63.7,Traffic Related,517
78217,35257.0,2149,61.0,Traffic Related,379
78225,15147.0,923,60.9,Traffic Related,154
78211,34539.0,1852,53.6,Disturbance,228
78222,25935.0,1345,51.9,Disturbance,148
78209,44706.0,2234,50.0,Traffic Related,687
78228,61441.0,3043,49.5,Disturbance,459
78256,11435.0,546,47.7,Traffic Related,58
78221,42535.0,1988,46.7,Disturbance,261
78213,45124.0,2081,46.1,Traffic Related,335
78249,61712.0,2770,44.9,Traffic Related,670
78231,10132.0,435,42.9,Patrol By,108
78242,35159.0,1482,42.2,Disturbance,165
78232,39638.0,1652,41.7,Traffic Related,614
78258,47146.0,1877,39.8,Traffic Related,715
78240,61937.0,2346,37.9,Disturbance,336
78247,53597.0,2023,37.7,Traffic Related,412
78233,48060.0,1788,37.2,Traffic Related,275
78251,65885.0,2427,36.8,Traffic Related,417
78245,76392.0,2292,30.0,Traffic Related,525
78259,26591.0,738,27.8,Traffic Related,228
78073,8897.0,246,27.6,Disturbance,26
78250,62951.0,1400,22.2,Traffic Related,205
78252,11479.0,234,20.4,SAPD Non-Emergency Call,34
78266,6592.0,116,17.6,Traffic Related,27
78248,13822.0,241,17.4,Theft,28
78244,33988.0,583,17.2,SAPD Non-Emergency Call,79
78254,61141.0,914,14.9,Traffic Related,126
78253,41900.0,609,14.5,SAPD Non-Emergency Call,170
78264,10603.0,152,14.3,Traffic Related,28
78243,419.0,6,14.3,Traffic Related,2
78112,8725.0,108,12.4,Traffic Related,36
78255,15064.0,180,11.9,Traffic Related,38
78239,26966.0,277,10.3,SAPD Non-Emergency Call,43
78109,39424.0,379,9.6,Traffic Related,61
78234,4917.0,43,8.7,Traffic Related,17
78023,29847.0,227,7.6,Traffic Related,56
78260,26164.0,192,7.3,Traffic Related,48
78263,3561.0,25,7.0,SAPD Non-Emergency Call,11
78261,16518.0,65,3.9,SAPD Non-Emergency Call,31
78236,6760.0,20,3.0,Traffic Related,7
78002,5758.0,16,2.8,SAPD Non-Emergency Call,9
78154,41171.0,63,1.5,Traffic Related,15
78006,37568.0,45,1.2,SAPD Non-Emergency Call,36
78069,6187.0,6,1.0,SAPD Emergency Call,3
78101,7434.0,6,0.8,SAPD Non-Emergency Call,5
78404,16852.0,10,0.6,Patrol By,7
78015,17187.0,8,0.5,SAPD Non-Emergency Call,6
78039,2309.0,1,0.4,Traffic Related,1
78152,2569.0,1,0.4,SAPD Emergency Call,1
78052,6128.0,2,0.3,SAPD Emergency Call,1
78130,79786.0,6,0.1,Criminal Mischief,1
78148,22955.0,3,0.1,SAPD Emergency Call,1
78108,43579.0,2,0.0,Traffic Related,1
78155,50832.0,1,0.0,Patrol By,1
