Zipcode,Population,Count,IncidentsPer1000,ProblemType,ProblemCount
78205,1503.0,2411,1604.1,Patrol By,618
78215,2925.0,1133,387.4,Patrol By,217
78235,1471.0,220,149.6,Disturbance,36
78216,45325.0,5366,118.4,Traffic Related,1045
78212,27940.0,3298,118.0,Patrol By,533
78204,12850.0,1506,117.2,Traffic Related,375
78257,8113.0,883,108.8,Traffic Related,260
78202,11675.0,1223,104.8,Patrol By,218
78207,57700.0,5896,102.2,Patrol By,909
78220,17095.0,1707,99.9,Patrol By,238
78208,4549.0,449,98.7,Disturbance,73
78203,6162.0,606,98.3,Patrol By,113
78219,17705.0,1650,93.2,Traffic Related,307
78238,27027.0,2494,92.3,Traffic Related,539
78227,49326.0,4262,86.4,Traffic Related,931
78224,22569.0,1948,86.3,Traffic Related,410
78218,38749.0,3193,82.4,Traffic Related,705
78229,35589.0,2928,82.3,Disturbance,510
78201,50336.0,3947,78.4,Disturbance,609
78210,37061.0,2862,77.2,Patrol By,437
78214,26805.0,2068,77.1,Disturbance,363
78237,41247.0,3096,75.1,Traffic Related,404
78226,8012.0,586,73.1,Traffic Related,118
78230,45661.0,2990,65.5,Traffic Related,926
78211,34539.0,2170,62.8,Traffic Related,245
78223,56484.0,3470,61.4,Disturbance,519
78217,35257.0,2040,57.9,Disturbance,304
78221,42535.0,2461,57.9,Disturbance,309
78225,15147.0,845,55.8,Traffic Related,132
78231,10132.0,545,53.8,Patrol By,158
78256,11435.0,604,52.8,Traffic Related,119
78222,25935.0,1316,50.7,Disturbance,165
78242,35159.0,1755,49.9,Patrol By,191
78228,61441.0,3067,49.9,Disturbance,426
78209,44706.0,2170,48.5,Patrol By,412
78249,61712.0,2982,48.3,Traffic Related,710
78073,8897.0,426,47.9,Disturbance,51
78232,39638.0,1860,46.9,Traffic Related,555
78240,61937.0,2614,42.2,Disturbance,326
78247,53597.0,2174,40.6,Patrol By,318
78258,47146.0,1885,40.0,Traffic Related,604
78233,48060.0,1916,39.9,Minor Accident,286
78213,45124.0,1735,38.4,Disturbance,238
78251,65885.0,2500,37.9,Traffic Related,327
78259,26591.0,822,30.9,Traffic Related,236
78245,76392.0,2213,29.0,Traffic Related,402
78250,62951.0,1692,26.9,Traffic Related,216
78150,41.0,1,24.4,Officer Traffic Stop,1
78252,11479.0,278,24.2,SAPD Non-Emergency Call,51
78248,13822.0,298,21.6,Minor Accident,46
78243,419.0,8,19.1,Criminal Mischief,2
78244,33988.0,615,18.1,SAPD Non-Emergency Call,76
78264,10603.0,179,16.9,Patrol By,48
78254,61141.0,955,15.6,Traffic Related,151
78266,6592.0,102,15.5,Minor Accident,30
78253,41900.0,636,15.2,SAPD Non-Emergency Call,177
78112,8725.0,130,14.9,Traffic Related,30
78109,39424.0,532,13.5,Traffic Related,145
78239,26966.0,326,12.1,SAPD Non-Emergency Call,47
78255,15064.0,160,10.6,Traffic Related,30
78234,4917.0,48,9.8,Patrol By,16
78260,26164.0,232,8.9,Traffic Related,44
78023,29847.0,263,8.8,Traffic Related,84
78263,3561.0,18,5.1,SAPD Non-Emergency Call,10
78236,6760.0,33,4.9,Patrol By,8
78002,5758.0,17,3.0,SAPD Non-Emergency Call,10
78261,16518.0,48,2.9,SAPD Non-Emergency Call,31
78154,41171.0,94,2.3,Traffic Related,35
78152,2569.0,4,1.6,SAPD Non-Emergency Call,3
78124,6553.0,7,1.1,SAPD Emergency Call,4
78101,7434.0,7,0.9,SAPD Non-Emergency Call,5
78052,6128.0,4,0.7,Officer Traffic Stop,3
78404,16852.0,7,0.4,Patrol By,6
78015,17187.0,7,0.4,SAPD Emergency Call,3
78148,22955.0,6,0.3,SAPD Emergency Call,3
78006,37568.0,10,0.3,SAPD Emergency Call,6
78069,6187.0,1,0.2,SAPD Emergency Call,1
78155,50832.0,6,0.1,Patrol By,3
78133,19405.0,1,0.1,Miscellaneous,1
78163,13937.0,1,0.1,SAPD Emergency Call,1
78070,15537.0,1,0.1,Visitation Violation,1
78108,43579.0,1,0.0,SAPD Emergency Call,1
78132,33368.0,1,0.0,Miscellaneous,1
