Zipcode,Population,Count,IncidentsPer1000,ProblemType,ProblemCount
78205,1503.0,2795,1859.6,Patrol By,803
78215,2925.0,1444,493.7,Traffic Related,431
78235,1471.0,285,193.7,Disturbance,40
78216,45325.0,5831,128.6,Traffic Related,1389
78212,27940.0,3090,110.6,Traffic Related,620
78257,8113.0,887,109.3,Traffic Related,293
78204,12850.0,1402,109.1,Traffic Related,251
78207,57700.0,5815,100.8,Patrol By,858
78229,35589.0,3427,96.3,Traffic Related,801
78202,11675.0,1124,96.3,Patrol By,256
78238,27027.0,2586,95.7,Traffic Related,601
78208,4549.0,422,92.8,Disturbance,73
78220,17095.0,1554,90.9,Patrol By,227
78218,38749.0,3523,90.9,Traffic Related,938
78219,17705.0,1493,84.3,Traffic Related,308
78203,6162.0,519,84.2,Patrol By,93
78227,49326.0,3978,80.6,Traffic Related,1023
78230,45661.0,3653,80.0,Traffic Related,1608
78214,26805.0,2084,77.7,Disturbance,345
78201,50336.0,3907,77.6,Traffic Related,722
78224,22569.0,1662,73.6,Traffic Related,264
78237,41247.0,2891,70.1,Traffic Related,414
78210,37061.0,2599,70.1,Patrol By,417
78223,56484.0,3430,60.7,Disturbance,452
78211,34539.0,2039,59.0,Traffic Related,235
78231,10132.0,598,59.0,Patrol By,171
78225,15147.0,850,56.1,Traffic Related,109
78256,11435.0,631,55.2,Traffic Related,96
78221,42535.0,2281,53.6,Disturbance,296
78217,35257.0,1856,52.6,Disturbance,272
78226,8012.0,406,50.7,Disturbance,57
78222,25935.0,1269,48.9,Traffic Related,219
78228,61441.0,2931,47.7,Disturbance,402
78249,61712.0,2860,46.3,Traffic Related,604
78242,35159.0,1585,45.1,Patrol By,220
78232,39638.0,1779,44.9,Traffic Related,524
78209,44706.0,1954,43.7,Patrol By,362
78240,61937.0,2698,43.6,Disturbance,381
78247,53597.0,2186,40.8,Patrol By,286
78213,45124.0,1772,39.3,Traffic Related,264
78073,8897.0,343,38.6,Disturbance,31
78233,48060.0,1810,37.7,Traffic Related,326
78258,47146.0,1735,36.8,Traffic Related,549
78251,65885.0,2395,36.4,Disturbance,286
78252,11479.0,355,30.9,SAPD Non-Emergency Call,47
78245,76392.0,2261,29.6,Traffic Related,415
78259,26591.0,764,28.7,Traffic Related,212
78250,62951.0,1602,25.4,Patrol By,235
78248,13822.0,264,19.1,Minor Accident,34
78244,33988.0,621,18.3,Disturbance,69
78264,10603.0,186,17.5,Patrol By,73
78266,6592.0,115,17.4,Traffic Related,30
78112,8725.0,150,17.2,Traffic Related,38
78253,41900.0,682,16.3,SAPD Non-Emergency Call,193
78254,61141.0,958,15.7,Traffic Related,123
78109,39424.0,541,13.7,Traffic Related,118
78234,4917.0,60,12.2,Traffic Related,29
78239,26966.0,292,10.8,SAPD Non-Emergency Call,65
78260,26164.0,275,10.5,Traffic Related,68
78255,15064.0,149,9.9,Traffic Related,18
78023,29847.0,261,8.7,Traffic Related,73
78243,419.0,3,7.2,Disturbance,1
78236,6760.0,43,6.4,Patrol By,18
78263,3561.0,15,4.2,SAPD Non-Emergency Call,7
78261,16518.0,62,3.8,SAPD Non-Emergency Call,39
78154,41171.0,83,2.0,Traffic Related,19
78152,2569.0,5,1.9,SAPD Non-Emergency Call,4
78002,5758.0,9,1.6,SAPD Non-Emergency Call,7
78015,17187.0,13,0.8,SAPD Non-Emergency Call,6
78101,7434.0,5,0.7,SAPD Non-Emergency Call,4
78069,6187.0,4,0.6,SAPD Non-Emergency Call,3
78124,6553.0,4,0.6,SAPD Non-Emergency Call,2
78404,16852.0,7,0.4,Patrol By,5
78006,37568.0,11,0.3,SAPD Emergency Call,8
78163,13937.0,3,0.2,SAPD Non-Emergency Call,2
78052,6128.0,1,0.2,SAPD Non-Emergency Call,1
78070,15537.0,2,0.1,Traffic Related,2
78148,22955.0,2,0.1,Minor Accident,1
78133,19405.0,1,0.1,Patrol By,1
78155,50832.0,2,0.0,Patrol By,1
78747,20137.0,1,0.0,Patrol By,1
78130,79786.0,1,0.0,Traffic Related,1
