Zipcode,Population,Count,IncidentsPer1000,ProblemType,ProblemCount
78205,1503.0,2704,1799.1,Patrol By,769
78215,2925.0,1089,372.3,Patrol By,184
78216,45325.0,7069,156.0,Traffic Related,2206
78235,1471.0,212,144.1,Disturbance,35
78257,8113.0,1070,131.9,Traffic Related,341
78238,27027.0,3314,122.6,Traffic Related,1147
78202,11675.0,1326,113.6,Patrol By,293
78220,17095.0,1895,110.9,Patrol By,321
78227,49326.0,5426,110.0,Traffic Related,1904
78208,4549.0,497,109.3,Traffic Related,99
78212,27940.0,3022,108.2,Patrol By,460
78204,12850.0,1379,107.3,Traffic Related,274
78207,57700.0,6014,104.2,Patrol By,920
78218,38749.0,3991,103.0,Traffic Related,1387
78229,35589.0,3586,100.8,Traffic Related,744
78203,6162.0,607,98.5,Patrol By,101
78230,45661.0,4473,98.0,Traffic Related,2338
78219,17705.0,1697,95.8,Traffic Related,518
78201,50336.0,4407,87.6,Traffic Related,728
78237,41247.0,3278,79.5,Traffic Related,698
78224,22569.0,1749,77.5,Disturbance,245
78210,37061.0,2873,77.5,Traffic Related,543
78214,26805.0,1979,73.8,Disturbance,269
78226,8012.0,582,72.6,Disturbance,81
78223,56484.0,3773,66.8,Traffic Related,522
78232,39638.0,2559,64.6,Traffic Related,1209
78211,34539.0,2208,63.9,Traffic Related,226
78231,10132.0,641,63.3,Patrol By,182
78217,35257.0,2148,60.9,Disturbance,331
78225,15147.0,908,59.9,Patrol By,145
78256,11435.0,638,55.8,Disturbance,76
78228,61441.0,3344,54.4,Disturbance,507
78222,25935.0,1381,53.2,Traffic Related,230
78221,42535.0,2124,49.9,Disturbance,310
78213,45124.0,2206,48.9,Traffic Related,355
78249,61712.0,2979,48.3,Traffic Related,845
78209,44706.0,2116,47.3,Traffic Related,365
78242,35159.0,1599,45.5,Patrol By,206
78240,61937.0,2622,42.3,Disturbance,372
78247,53597.0,2210,41.2,Traffic Related,446
78258,47146.0,1857,39.4,Traffic Related,591
78073,8897.0,346,38.9,Disturbance,46
78251,65885.0,2544,38.6,Traffic Related,372
78233,48060.0,1819,37.8,Traffic Related,265
78245,76392.0,2424,31.7,Traffic Related,629
78259,26591.0,732,27.5,Traffic Related,186
78252,11479.0,296,25.8,SAPD Non-Emergency Call,43
78250,62951.0,1519,24.1,Traffic Related,215
78248,13822.0,272,19.7,Minor Accident,46
78244,33988.0,649,19.1,SAPD Non-Emergency Call,62
78266,6592.0,116,17.6,Minor Accident,32
78253,41900.0,704,16.8,SAPD Non-Emergency Call,172
78254,61141.0,974,15.9,Minor Accident,120
78112,8725.0,139,15.9,Traffic Related,43
78264,10603.0,139,13.1,SAPD Non-Emergency Call,31
78239,26966.0,341,12.6,SAPD Non-Emergency Call,56
78234,4917.0,60,12.2,Traffic Related,21
78109,39424.0,461,11.7,Traffic Related,70
78255,15064.0,145,9.6,Minor Accident,21
78243,419.0,4,9.5,Traffic Related,2
78260,26164.0,235,9.0,Traffic Related,44
78023,29847.0,261,8.7,Traffic Related,61
78236,6760.0,56,8.3,Patrol By,14
78261,16518.0,75,4.5,SAPD Non-Emergency Call,46
78263,3561.0,13,3.7,SAPD Non-Emergency Call,8
78002,5758.0,18,3.1,SAPD Non-Emergency Call,12
78154,41171.0,74,1.8,Traffic Related,23
78101,7434.0,8,1.1,SAPD Non-Emergency Call,5
78152,2569.0,2,0.8,Minor Accident,1
78006,37568.0,24,0.6,SAPD Non-Emergency Call,16
78052,6128.0,3,0.5,SAPD Non-Emergency Call,1
78015,17187.0,6,0.3,SAPD Non-Emergency Call,4
78404,16852.0,5,0.3,Patrol By,5
78069,6187.0,1,0.2,SAPD Emergency Call,1
78148,22955.0,4,0.2,CRT Follow Up,1
78163,13937.0,3,0.2,Disturbance (Gun Involved),1
78009,7632.0,1,0.1,SAPD Non-Emergency Call,1
78155,50832.0,4,0.1,Patrol By,2
78132,33368.0,1,0.0,SAPD Non-Emergency Call,1
78130,79786.0,2,0.0,Officer Traffic Stop,2
78739,20631.0,1,0.0,SAPD Non-Emergency Call,1
