Zipcode,Population,Count,IncidentsPer1000,ProblemType,ProblemCount
78205,1503.0,2153,1432.5,Disturbance,514
78215,2925.0,971,332.0,Disturbance,142
78235,1471.0,224,152.3,Disturbance,33
78216,45325.0,5623,124.1,Traffic Related,1093
78257,8113.0,980,120.8,Traffic Related,237
78208,4549.0,544,119.6,Traffic Related,125
78204,12850.0,1421,110.6,Traffic Related,287
78203,6162.0,661,107.3,Disturbance,82
78212,27940.0,2886,103.3,Disturbance,458
78219,17705.0,1717,97.0,Traffic Related,421
78220,17095.0,1652,96.6,Disturbance,228
78238,27027.0,2565,94.9,Traffic Related,429
78207,57700.0,5382,93.3,Disturbance,773
78229,35589.0,3295,92.6,Traffic Related,548
78202,11675.0,1068,91.5,Disturbance,153
78218,38749.0,3356,86.6,Traffic Related,951
78227,49326.0,4171,84.6,Traffic Related,649
78224,22569.0,1903,84.3,Traffic Related,282
78210,37061.0,2993,80.8,Traffic Related,540
78226,8012.0,633,79.0,Disturbance,109
78237,41247.0,3059,74.2,Disturbance,406
78201,50336.0,3707,73.6,Disturbance,616
78214,26805.0,1973,73.6,Disturbance,283
78223,56484.0,3852,68.2,Disturbance,546
78225,15147.0,1019,67.3,Traffic Related,156
78230,45661.0,2905,63.6,Traffic Related,789
78211,34539.0,2181,63.1,Traffic Related,258
78217,35257.0,2128,60.4,Traffic Related,355
78256,11435.0,660,57.7,Traffic Related,104
78231,10132.0,559,55.2,Patrol By,133
78228,61441.0,3331,54.2,Disturbance,531
78221,42535.0,2184,51.3,Disturbance,330
78249,61712.0,2959,47.9,Traffic Related,590
78242,35159.0,1627,46.3,Traffic Related,246
78222,25935.0,1163,44.8,Disturbance,135
78209,44706.0,1962,43.9,Traffic Related,442
78213,45124.0,1968,43.6,Traffic Related,300
78251,65885.0,2721,41.3,Traffic Related,410
78240,61937.0,2535,40.9,Disturbance,369
78232,39638.0,1598,40.3,Traffic Related,486
78233,48060.0,1847,38.4,Traffic Related,294
78247,53597.0,1789,33.4,Traffic Related,333
78258,47146.0,1568,33.3,Traffic Related,373
78245,76392.0,2418,31.7,Traffic Related,359
78250,62951.0,1619,25.7,Traffic Related,277
78073,8897.0,223,25.1,Traffic Related,34
78252,11479.0,288,25.1,SAPD Non-Emergency Call,37
78243,419.0,10,23.9,Traffic Related,4
78259,26591.0,592,22.3,Traffic Related,113
78112,8725.0,175,20.1,Traffic Related,46
78248,13822.0,254,18.4,Traffic Related,33
78244,33988.0,579,17.0,SAPD Non-Emergency Call,68
78266,6592.0,107,16.2,Traffic Related,20
78254,61141.0,951,15.6,Traffic Related,113
78253,41900.0,624,14.9,SAPD Non-Emergency Call,151
78264,10603.0,143,13.5,SAPD Non-Emergency Call,37
78239,26966.0,324,12.0,SAPD Non-Emergency Call,60
78255,15064.0,171,11.4,Traffic Related,30
78109,39424.0,445,11.3,Traffic Related,138
78263,3561.0,38,10.7,SAPD Non-Emergency Call,13
78260,26164.0,211,8.1,SAPD Non-Emergency Call,43
78023,29847.0,223,7.5,Traffic Related,66
78234,4917.0,35,7.1,Miscellaneous,7
78236,6760.0,40,5.9,Traffic Related,13
78002,5758.0,22,3.8,SAPD Non-Emergency Call,13
78261,16518.0,48,2.9,SAPD Non-Emergency Call,23
78154,41171.0,74,1.8,Traffic Related,22
78152,2569.0,3,1.2,SAPD Non-Emergency Call,3
78101,7434.0,8,1.1,SAPD Non-Emergency Call,6
78015,17187.0,10,0.6,SAPD Non-Emergency Call,8
78006,37568.0,19,0.5,SAPD Emergency Call,7
78404,16852.0,5,0.3,Patrol By,3
78052,6128.0,1,0.2,SAPD Emergency Call,1
78124,6553.0,1,0.2,Traffic Related,1
78069,6187.0,1,0.2,SAPD Emergency Call,1
78648,8264.0,1,0.1,Patrol By,1
78132,33368.0,1,0.0,Information,1
78155,50832.0,1,0.0,Patrol By,1
