Date,Time,Address,Zipcode,Category,ProblemType,PatrolDistrict,Substation,IncidentNumber,LAT,LON,ResponseDate,URL,Color,About
08/17/22,12:01:12 AM,1200 W Martin St,78207,Other Calls,Information,2310,CENTRAL,SAPD-2022-1072515,29.430446,-98.5052,1660712472000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:00:47 AM,500 Steves Ave,78204,Other Calls,Miscellaneous,2150,CENTRAL,SAPD-2022-1072514,29.39624,-98.491496,1660712447000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:01:56 AM,4000 N Loop 1604 W,78257,Other Calls,Disturbance,7260,PRUE,SAPD-2022-1072516,29.602553,-98.560583,1660712516000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:01:00 AM,701-799 GABRIEL,78202,Other Calls,Patrol By,4130,EAST,SAPD-2022-1072513,29.43199,-98.451293,1660712460000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:05:05 AM,1800 Center St,78202,Other Calls,Disturbance Family,4140,EAST,SAPD-2022-1072523,29.422564,-98.449014,1660712705000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:06:26 AM,11700 Parliament,78213,Other Calls,Patrol By,3110,NORTH,SAPD-2022-1072527,29.546556,-98.515303,1660712786000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:03:37 AM,U0 HWY 281 N,78216,Traffic Calls,Traffic Related,3120,NORTH,SAPD-2022-1072517,29.551562,-98.4878,1660712617000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:06:52 AM,200 Emporia Blvd,78209,Property Crime Calls,Burglary,3340,NORTH,SAPD-2022-1072529,29.491229,-98.455462,1660712812000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22,12:05:00 AM,9700 Airport Blvd,78216,Other Calls,Welfare Check,SAT1,AIRPORT,SAPD-2022-1072522,29.527705,-98.472816,1660712700000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:07:21 AM,7700 Pipers Ln,78251,Other Calls,Disturbance,5320,WEST,SAPD-2022-1072530,29.466992,-98.645367,1660712841000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:09:09 AM,6200 VIA LA CANTERA,78256,Traffic Calls,Minor Accident,7250,PRUE,SAPD-2022-1072535,29.591847,-98.609894,1660712949000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:07:44 AM,400 Zabra Dr,78227,Other Calls,Disturbance Loud Music,5340,WEST,SAPD-2022-1072533,29.40429,-98.658189,1660712864000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:05:50 AM,903-1099 W MARTIN ST,78207,Other Calls,Injured/Sick Person,2310,CENTRAL,SAPD-2022-1072524,29.430022,-98.502819,1660712750000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:07:35 AM,3000 Jane Ellen Dr,78237,Other Calls,Patrol By,6310,SOUTH,SAPD-2022-1072531,29.401678,-98.551088,1660712855000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:14:47 AM,5500 W Loop 1604 N,78251,Crimes Against Person Calls,Suspicious Vehicle,5350,WEST,SAPD-2022-1072548,29.4897,-98.70901,1660713287000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:08:56 AM,S Navidad / Merida St,78207,Other Calls,Welfare Check,2340,CENTRAL,SAPD-2022-1072536,29.408582,-98.52487,1660712936000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:11:05 AM,900 N Flores St,78212,Other Calls,Suspicious Person,2210,CENTRAL,SAPD-2022-1072537,29.434283,-98.499273,1660713065000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:11:31 AM,8600 S Zarzamora St,78224,Other Calls,Disturbance Family,6140,SOUTH,SAPD-2022-1072539,29.337762,-98.533284,1660713091000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:14:25 AM,200 Kirk Place,78225,Crimes Against Person Calls,Suspicious Vehicle,6110,SOUTH,SAPD-2022-1072560,29.396105,-98.520306,1660713265000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:15:48 AM,9800 State Hwy 151,78251,Other Calls,Miscellaneous,5360,WEST,SAPD-2022-1072553,29.449405,-98.684938,1660713348000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:11:34 AM,2000 Bandera Rd,78228,Other Calls,Disturbance,5260,WEST,SAPD-2022-1072538,29.472489,-98.579239,1660713094000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:12:10 AM,6900 W Military Dr,78227,Other Calls,Disturbance,5150,WEST,SAPD-2022-1072540,29.405617,-98.629172,1660713130000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:14:25 AM,200 Monticello Ct,78223,Other Calls,Prowler,6240,SOUTH,SAPD-2022-1072546,29.373925,-98.472674,1660713265000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:15:18 AM,6500 W Loop 1604 N,78254,Property Crime Calls,Burglary Vehicle,5350,WEST,SAPD-2022-1072551,29.497657,-98.705078,1660713318000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22,12:22:44 AM,6900 W Military Dr,78227,Other Calls,Disturbance,5150,WEST,SAPD-2022-1072575,29.405617,-98.629172,1660713764000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:15:28 AM,12700 Cimarron Path,78249,Crimes Against Person Calls,Suspicious Vehicle,7340,PRUE,SAPD-2022-1072552,29.561524,-98.598247,1660713328000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:14:05 AM,300 ROOSEVELT AVE,78210,Other Calls,Patrol By,2150,CENTRAL,SAPD-2022-1072544,29.400997,-98.488233,1660713245000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:15:58 AM,5300 Charter Oak,78229,Other Calls,Assist the Public,7140,PRUE,SAPD-2022-1072554,29.495399,-98.590194,1660713358000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:14:18 AM,S St Mary's St / Barbe St,78210,Traffic Calls,Officer Traffic Stop,2110,CENTRAL,SAPD-2022-1072545,29.408606,-98.487169,1660713258000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:18:28 AM,13500 West Ave,78216,Other Calls,Disturbance,3120,NORTH,SAPD-2022-1072558,29.566286,-98.489692,1660713508000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:15:18 AM,700 Hoover Ave,78225,Other Calls,Disturbance Loud Music,6110,SOUTH,SAPD-2022-1072550,29.385503,-98.534028,1660713318000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:16:16 AM,12300 Sw Loop 410,78073,Other Calls,Disturbance Loud Music,6160,SOUTH,SAPD-2022-1072555,29.31896,-98.561717,1660713376000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:20:04 AM,2600 Westward Dr,78227,Other Calls,Disturbance,5150,WEST,SAPD-2022-1072562,29.403979,-98.633858,1660713604000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:22:16 AM,9500 Console Dr,78229,Property Crime Calls,Burglary Vehicle,7120,PRUE,SAPD-2022-1072566,29.527239,-98.561343,1660713736000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22,12:20:11 AM,W Euclid Ave / San Pedro Ave,78212,Traffic Calls,Traffic Related,2210,CENTRAL,SAPD-2022-1072563,29.436785,-98.496704,1660713611000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:19:59 AM,700 N Mesquite St,78202,Property Crime Calls,Burglary in Progress,4110,EAST,SAPD-2022-1072561,29.429959,-98.474501,1660713599000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22,12:23:05 AM,300 Holmgreen Rd,78220,Crimes Against Person Calls,Assault In Progress,4230,EAST,SAPD-2022-1072568,29.40607,-98.415903,1660713785000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:25:53 AM,100 Emerald Ash,78221,Crimes Against Person Calls,Suspicious Vehicle,6160,SOUTH,SAPD-2022-1072572,29.318335,-98.502398,1660713953000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:24:55 AM,1300 Donaldson Ave,78228,Other Calls,Disturbance,5220,WEST,SAPD-2022-1072569,29.46477,-98.551825,1660713895000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:27:48 AM,100 Richland Hills Dr,78245,Crimes Against Person Calls,Suspicious Vehicle,5160,WEST,SAPD-2022-1072577,29.441111,-98.642222,1660714068000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:29:00 AM,100 Rustleaf Dr,78242,Other Calls,Disturbance Neighbor,6350,SOUTH,SAPD-2022-1072579,29.368635,-98.603706,1660714140000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:25:08 AM,5500 Ih 35 N,78218-5112,Other Calls,Wanted Person,4340,EAST,SAPD-2022-1072570,29.482143,-98.402311,1660713908000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:26:41 AM,800 W Villaret Blvd,78224,Other Calls,Disturbance,6140,SOUTH,SAPD-2022-1072574,29.325502,-98.523304,1660714001000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:25:56 AM,800 W Villaret Blvd,78224,Crimes Against Person Calls,Assault In Progress,6140,SOUTH,SAPD-2022-1072571,29.325502,-98.523304,1660713956000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:33:57 AM,1300 Perennial,78232,Crimes Against Person Calls,Threats,3130,NORTH,SAPD-2022-1072588,29.565349,-98.474783,1660714437000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:27:41 AM,100 Blk N River Walk,78215,Other Calls,Patrol By,2120,CENTRAL,SAPD-2022-1072576,29.426156,-98.492193,1660714061000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:30:00 AM,2300 Babcock Rd,78229,Other Calls,Disturbance,7160,PRUE,SAPD-2022-1072580,29.504869,-98.58414,1660714200000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:32:07 AM,100 Emerald Ash,78221,Other Calls,Patrol By,6160,SOUTH,SAPD-2022-1072584,29.319031,-98.502418,1660714327000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:30:30 AM,N Loop 1604 W / Babcock Rd,78249,Traffic Calls,Wrong Way Driver,7250,PRUE,SAPD-2022-1072581,29.586455,-98.631404,1660714230000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:33:21 AM,1300 W Harlan Ave,78211,Crimes Against Person Calls,Assault In Progress,6120,SOUTH,SAPD-2022-1072586,29.371809,-98.529253,1660714401000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:33:19 AM,3100 General Hudnell Dr,78226,Crimes Against Person Calls,Suspicious Vehicle,6310,SOUTH,SAPD-2022-1072585,29.382722,-98.56025,1660714399000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:32:42 AM,100 Main Plaza,78205,Other Calls,Patrol By,2120,CENTRAL,SAPD-2022-1072583,29.424411,-98.493157,1660714362000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:33:33 AM,9800 Airport Blvd,78216,Other Calls,Patrol By,SAT1,AIRPORT,SAPD-2022-1072587,29.526619,-98.471844,1660714413000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:36:58 AM,7500 W Military Dr,78227,Property Crime Calls,Burglary in Progress,5170,WEST,SAPD-2022-1072591,29.418564,-98.629651,1660714618000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22,12:34:10 AM,700 Camaron,78207,Other Calls,Patrol By,2130,CENTRAL,SAPD-2022-1072589,29.431729,-98.498026,1660714450000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:36:49 AM,9500 Perrin Beitel,78217,Crimes Against Person Calls,Assault In Progress,3370,NORTH,SAPD-2022-1072590,29.526794,-98.414517,1660714609000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:37:59 AM,800 N Frio St,78207,Other Calls,Narcotic Laws,2310,CENTRAL,SAPD-2022-1072592,29.4343,-98.504411,1660714679000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:39:37 AM,2300 S Navidad,78207,Other Calls,Patrol By,2340,CENTRAL,SAPD-2022-1072595,29.40277,-98.525638,1660714777000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:39:14 AM,100 Bandera Rd,78228,Other Calls,Disturbance,5220,WEST,SAPD-2022-1072594,29.447257,-98.542411,1660714754000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:39:39 AM,8000 W Military Dr,78227,Other Calls,Disturbance Neighbor,5150,WEST,SAPD-2022-1072598,29.42745,-98.626197,1660714779000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:43:08 AM,9500 Perrin Beitel,78217,Crimes Against Person Calls,Assault In Progress,3370,NORTH,SAPD-2022-1072607,29.52648,-98.414178,1660714988000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:40:17 AM,9500 Perrin Beitel,78217,Crimes Against Person Calls,Assault In Progress,3370,NORTH,SAPD-2022-1072601,29.526217,-98.414494,1660714817000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:40:05 AM,9500 Perrin Beitel,78217,Crimes Against Person Calls,Assault In Progress,3370,NORTH,SAPD-2022-1072599,29.526794,-98.414517,1660714805000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22,12:40:12 AM,1027-1199 GUADALUPE ST,78207,Traffic Calls,Traffic Related,2160,CENTRAL,SAPD-2022-1072600,29.418167,-98.512225,1660714812000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:42:14 AM,800 S Mittman St,78203,Other Calls,Prowler,4140,EAST,SAPD-2022-1072605,29.412031,-98.454516,1660714934000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:40:41 AM,1500-1520 N WALTERS ST,78202,Other Calls,Patrol By,4130,EAST,SAPD-2022-1072603,29.432776,-98.452077,1660714841000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:44:52 AM,1100 W Hildebrand Ave,78201,Other Calls,Suspicious Person,2240,CENTRAL,SAPD-2022-1072612,29.466447,-98.513631,1660715092000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:43:22 AM,12500 Sw Loop 410,78224,Property Crime Calls,Burglary Vehicle,6160,SOUTH,SAPD-2022-1072608,29.318272,-98.554801,1660715002000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22,12:50:04 AM,12200 Ih 10 W,78249,Other Calls,Missing Person/Runaway,7340,PRUE,SAPD-2022-1072624,29.557281,-98.589715,1660715404000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:43:17 AM,1300 Donaldson Ave,78228,Other Calls,Disturbance,5220,WEST,SAPD-2022-1072609,29.46516,-98.552918,1660714997000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:44:17 AM,12700 Applewhite Rd,78224,Other Calls,Animal Related,6160,SOUTH,SAPD-2022-1072611,29.293153,-98.547445,1660715057000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:44:47 AM,7700 Rustic Park,78240,Other Calls,Disturbance,7160,PRUE,SAPD-2022-1072610,29.508933,-98.592198,1660715087000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:43:14 AM,600 Hemisfair Plaza Way,78205,Other Calls,Patrol By,2110,CENTRAL,SAPD-2022-1072606,29.4192,-98.484835,1660714994000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:48:01 AM,8100 W Loop 1604 N,78254,Other Calls,Disturbance,7360,PRUE,SAPD-2022-1072618,29.515794,-98.6956,1660715281000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:46:39 AM,8100 W Hausman Rd,78249,Other Calls,Welfare Check,7350,PRUE,SAPD-2022-1072616,29.570389,-98.64578,1660715199000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:47:03 AM,7400 Louis Pasteur,78229,Other Calls,Disturbance,7130,PRUE,SAPD-2022-1072617,29.504185,-98.571506,1660715223000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:45:31 AM,1400 Cable Ranch Rd,78245,Other Calls,Disturbance,5330,WEST,SAPD-2022-1072614,29.422308,-98.657933,1660715131000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:45:12 AM,2500-2598 E COMMERCE ST,78203,Other Calls,Patrol By,4140,EAST,SAPD-2022-1072613,29.419447,-98.45276,1660715112000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:45:48 AM,8700 MYSTIC PARK,78254,Other Calls,Patrol By,7320,PRUE,SAPD-2022-1072615,29.524489,-98.642833,1660715148000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:48:08 AM,400 Utopia Ln,78223,Other Calls,Welfare Check,6240,SOUTH,SAPD-2022-1072620,29.359289,-98.436989,1660715288000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:50:03 AM,1100 W Ridgewood Ct,78201,Other Calls,Prowler,2240,CENTRAL,SAPD-2022-1072623,29.467499,-98.511995,1660715403000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:52:31 AM,3600 Binz-engleman Rd,78219,Other Calls,Welfare Check,4310,EAST,SAPD-2022-1072629,29.455077,-98.425481,1660715551000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:51:42 AM,2400 N St Mary's St,78212,Other Calls,Disturbance,2140,CENTRAL,SAPD-2022-1072628,29.448611,-98.4875,1660715502000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:54:46 AM,3200 Begonia Bend,78222,Property Crime Calls,Recovered Stolen Property,4250,EAST,SAPD-2022-1072638,29.387695,-98.365152,1660715686000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22,12:53:10 AM,Ih 35 S Nb / Ih 10 E Wb,78204,Traffic Calls,Traffic Related,2150,CENTRAL,SAPD-2022-1072632,29.396221,-98.511143,1660715590000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:51:04 AM,1000 Avant Ave,78210,Other Calls,Prowler,4150,EAST,SAPD-2022-1072626,29.395305,-98.454097,1660715464000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:56:35 AM,400-499 Bonham,78205,Other Calls,Welfare Check,2130,CENTRAL,SAPD-2022-1072645,29.426052,-98.484538,1660715795000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:54:10 AM,11000 Ih 10 W,78230-1045,Other Calls,Suspicious Person,7340,PRUE,SAPD-2022-1072636,29.544584,-98.580902,1660715650000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:51:04 AM,2300 S NAVIDAD,78207,Other Calls,Patrol By,2340,CENTRAL,SAPD-2022-1072625,29.40277,-98.525638,1660715464000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:53:14 AM,12200 Ih 10 W,78249,Other Calls,Disturbance Loud Music,7340,PRUE,SAPD-2022-1072633,29.557281,-98.589715,1660715594000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:52:44 AM,300 E Travis St,78205,Traffic Calls,Officer Traffic Stop,2130,CENTRAL,SAPD-2022-1072630,29.427674,-98.489646,1660715564000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:55:51 AM,N Loop 1604 W Nb / Babcock Rd,78249,Traffic Calls,DWI,7250,PRUE,SAPD-2022-1072641,29.586957,-98.631235,1660715751000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:55:49 AM,5900 Summer Fest Dr,78244,Other Calls,Disturbance,4320,EAST,SAPD-2022-1072640,29.46836,-98.368531,1660715749000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:53:13 AM,6900-6998 TIMBERCREEK DR,78227,Traffic Calls,Traffic Related,5170,WEST,SAPD-2022-1072631,29.422071,-98.629662,1660715593000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:54:42 AM,2000 Dawson St,78202,Other Calls,Disturbance,4130,EAST,SAPD-2022-1072637,29.426369,-98.453495,1660715682000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:57:08 AM,Navarro St / W Crockett St,78205,Other Calls,Disturbance,2110,CENTRAL,SAPD-2022-1072646,29.424945,-98.489691,1660715828000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:55:56 AM,13200 Monte Rio,78233,Other Calls,Disturbance Loud Music,3210,NORTH,SAPD-2022-1072644,29.559367,-98.3872,1660715756000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:55:48 AM,1705-1799 Rogers Ave,78208,Other Calls,Disturbance,4110,EAST,SAPD-2022-1072643,29.440077,-98.462048,1660715748000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:55:38 AM,W Travis St / Camaron,78205,Traffic Calls,Officer Traffic Stop,2120,CENTRAL,SAPD-2022-1072639,29.427417,-98.496204,1660715738000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22,12:57:51 AM,900 Menchaca St,78207,Other Calls,Suspicious Person,2320,CENTRAL,SAPD-2022-1072648,29.441395,-98.520905,1660715871000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 1:00:42,10300 Us Hwy 181 S,78223,Other Calls,Disturbance Barking Dog,6280,SOUTH,SAPD-2022-1072653,29.314604,-98.403797,1660716042000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:58:01 AM,9600 BANDERA RD,78250,Other Calls,Patrol By,7320,PRUE,SAPD-2022-1072647,29.533079,-98.645785,1660715881000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22,12:59:09 AM,1400 CABLE RANCH RD,78245,Property Crime Calls,Recovered Stolen Property,5330,WEST,SAPD-2022-1072649,29.42214,-98.658242,1660715949000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 1:06:44,100 Losoya,78205-2624,Other Calls,Disturbance,2110,CENTRAL,SAPD-2022-1072663,29.425605,-98.488076,1660716404000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 1:04:42,500 Ute St,78211,Crimes Against Person Calls,Suspicious Vehicle,6330,SOUTH,SAPD-2022-1072655,29.342499,-98.555836,1660716282000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 1:05:31,9100 Deer Village,78250,Property Crime Calls,Burglary in Progress,7370,PRUE,SAPD-2022-1072656,29.501363,-98.681549,1660716331000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 1:06:01,Brownleaf Dr / Pleasant Park,78227,Traffic Calls,Traffic Related,5150,WEST,SAPD-2022-1072659,29.428324,-98.61794,1660716361000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 1:06:52,7600 Us Hwy 90 W,78227,Other Calls,Patrol By,6360,SOUTH,SAPD-2022-1072660,29.39857,-98.641611,1660716412000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 1:06:54,9500 Silver Crown,78254,Other Calls,Disturbance,7360,PRUE,SAPD-2022-1072661,29.540119,-98.670416,1660716414000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 1:07:43,Ingram Rd / Mabe Rd,78238,Traffic Calls,Minor Accident,5320,WEST,SAPD-2022-1072664,29.461244,-98.633366,1660716463000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 1:09:00,500 Sw 37th St,78237,Other Calls,Disturbance,5140,WEST,SAPD-2022-1072667,29.423704,-98.575115,1660716540000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 1:10:29,Mabe Rd / Ingram Rd,78251,Traffic Calls,Minor Accident,5320,WEST,SAPD-2022-1072670,29.461244,-98.633366,1660716629000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 1:14:55,1200 Ne Loop 410,78209,Other Calls,Assist the Public,3330,NORTH,SAPD-2022-1072680,29.515278,-98.452222,1660716895000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 1:10:55,100 Lewis St,78212,Crimes Against Person Calls,Disturbance (Knife Involved),2140,CENTRAL,SAPD-2022-1072671,29.438148,-98.496882,1660716655000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 1:13:22,1300 Blanco Woods,78248,Crimes Against Person Calls,Suspicious Vehicle,7240,PRUE,SAPD-2022-1072675,29.597809,-98.512906,1660716802000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 1:12:56,1000 Brunswick Blvd,78211,Other Calls,Disturbance Loud Music,6120,SOUTH,SAPD-2022-1072674,29.37138,-98.520914,1660716776000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 1:13:50,Ingram Rd / Wurzbach Rd,78238,Traffic Calls,Minor Accident,5310,WEST,SAPD-2022-1072677,29.466053,-98.621942,1660716830000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 1:17:14,5400 N Foster Rd,78244,Property Crime Calls,Theft of Vehicle,4320,EAST,SAPD-2022-1072682,29.476643,-98.360242,1660717034000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 1:13:37,2500 S General Mcmullen,78226,Other Calls,Disturbance Loud Music,6310,SOUTH,SAPD-2022-1072676,29.389686,-98.559414,1660716817000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
