Date,Time,Address,Zipcode,Category,ProblemType,PatrolDistrict,Substation,IncidentNumber,LAT,LON,ResponseDate,URL,Color,About
08/17/22, 5:06:17,200 Graham St,78207,Crimes Against Person Calls,Assault In Progress,2120,CENTRAL,SAPD-2022-1072979,29.421237,-98.497051,1660730777000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 5:05:16,3400 Oakdale,78229,Other Calls,Welfare Check,7110,PRUE,SAPD-2022-1072978,29.500966,-98.551583,1660730716000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:03:39,600 Hemisfair Plaza Way,78205,Other Calls,Patrol By,2110,CENTRAL,SAPD-2022-1072977,29.4192,-98.484835,1660730619000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:08:16,18100 Talavera Rdg,78257,Property Crime Calls,Burglary Vehicle In Progress,7260,PRUE,SAPD-2022-1072981,29.614998,-98.599283,1660730896000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 5:10:09,9300 S Zarzamora St,78224,Crimes Against Person Calls,Lewd Conduct,6140,SOUTH,SAPD-2022-1072984,29.330053,-98.533134,1660731009000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 5:10:45,Ih 35 S Sb / Nogalitos St,78204,Traffic Calls,Traffic Related,2340,CENTRAL,SAPD-2022-1072985,29.40045,-98.511737,1660731045000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:09:44,100 Blk N River Walk,78215,Other Calls,Patrol By,2120,CENTRAL,SAPD-2022-1072983,29.426156,-98.492193,1660730984000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:11:52,W Martin St / N Medina,78207,Crimes Against Person Calls,Assault In Progress,2310,CENTRAL,SAPD-2022-1072986,29.430065,-98.504625,1660731112000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 5:13:18,Ih 35 S Sb / Nogalitos St,78204,Traffic Calls,Traffic Related,2340,CENTRAL,SAPD-2022-1072987,29.40045,-98.511737,1660731198000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:13:42,5100 Rigsby Ave,78222,Crimes Against Person Calls,Assault In Progress,4240,EAST,SAPD-2022-1072988,29.398259,-98.390822,1660731222000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 5:14:49,Ih 35 S Sb / Nogalitos St,78204,Traffic Calls,Traffic Related,2340,CENTRAL,SAPD-2022-1072990,29.40045,-98.511737,1660731289000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:16:04,Ih 35 S Sb / Nogalitos St,78204,Traffic Calls,Traffic Related,2340,CENTRAL,SAPD-2022-1072996,29.40045,-98.511737,1660731364000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:14:56,Ih 35 S Sb / Nogalitos St,78204,Traffic Calls,Minor Accident,2340,CENTRAL,SAPD-2022-1072992,29.40045,-98.511737,1660731296000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:15:11,Ih 35 S Sb / Nogalitos St,78204,Traffic Calls,Minor Accident,2340,CENTRAL,SAPD-2022-1072993,29.40045,-98.511737,1660731311000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:14:53,200 Ne Loop 410,78216-4734,Other Calls,Missing Person/Runaway,3320,NORTH,SAPD-2022-1072991,29.519198,-98.481469,1660731293000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:17:06,Ih 35 S Sb / Nogalitos St,78204,Traffic Calls,Minor Accident,2340,CENTRAL,SAPD-2022-1072998,29.40045,-98.511737,1660731426000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:20:09,3000 Se Military Dr,78223,Property Crime Calls,Theft of Vehicle,6270,SOUTH,SAPD-2022-1073003,29.352418,-98.444246,1660731609000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 5:17:00,9800 Airport Blvd,78216,Other Calls,Assist the Public,SAT1,AIRPORT,SAPD-2022-1072997,29.526619,-98.471844,1660731420000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:22:00,12300 Jones Maltsberger Rd,78232,Crimes Against Person Calls,Assault In Progress,3130,NORTH,SAPD-2022-1073005,29.553645,-98.467425,1660731720000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 5:22:29,3900 Thousand Oaks Dr,78217,Crimes Against Person Calls,Disturbance (Gun Involved),3240,NORTH,SAPD-2022-1073006,29.559052,-98.418275,1660731749000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 5:19:01,IH 10 W SB / HUEBNER RD,78288,Traffic Calls,Traffic Related,7340,PRUE,SAPD-2022-1073002,29.544518,-98.578845,1660731541000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:21:47,Midcrown Dr / Eisenhauer Rd,78218,Other Calls,Disturbance,4330,EAST,SAPD-2022-1073004,29.496568,-98.384174,1660731707000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:22:56,400 W Magnolia Ave,78212,Other Calls,Disturbance Family,2210,CENTRAL,SAPD-2022-1073008,29.454826,-98.499543,1660731776000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:30:08,500 S San Marcos,78207,Other Calls,Disturbance,2160,CENTRAL,SAPD-2022-1073014,29.421471,-98.509721,1660732208000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:25:25,7600 Lost Mine Peak,78240,Other Calls,Disturbance,7160,PRUE,SAPD-2022-1073010,29.507989,-98.592752,1660731925000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:26:49,200 S Olive St,78203,Other Calls,Suspicious Person,4120,EAST,SAPD-2022-1073013,29.417787,-98.471768,1660732009000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:32:05,24100 Us Hwy 281 N,78258,Traffic Calls,Minor Accident,3150,NORTH,SAPD-2022-1073015,29.6649,-98.450814,1660732325000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:33:02,Sw Loop 410 / Us Hwy 90 W,78227,Traffic Calls,Traffic Related,5340,WEST,SAPD-2022-1073020,29.397454,-98.649809,1660732382000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:37:11,1300 Frio City Rd,78226,Other Calls,Assist the Public,6310,SOUTH,SAPD-2022-1073023,29.396198,-98.532249,1660732631000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:35:55,Sw Loop 410 / State Hwy 151,78245,Traffic Calls,Traffic Violation,5160,WEST,SAPD-2022-1073021,29.435621,-98.648869,1660732555000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:36:56,4400 Texas Jack,78222,Crimes Against Person Calls,Suspicious Vehicle,4260,EAST,SAPD-2022-1073022,29.353093,-98.404052,1660732616000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 5:37:36,1100 Hays St,78202,Other Calls,Prowler,4110,EAST,SAPD-2022-1073024,29.430211,-98.465174,1660732656000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:46:20,400 E Young Ave,78214,Property Crime Calls,Theft of Vehicle In Progress,6210,SOUTH,SAPD-2022-1073030,29.375561,-98.491233,1660733180000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 5:44:30,12838-13698 IH 10 W SB,78249,Traffic Calls,Traffic Related,7340,PRUE,SAPD-2022-1073029,29.570015,-98.593235,1660733070000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:49:01,200 W Dickson Ave,78214,Other Calls,Patrol By,6230,SOUTH,SAPD-2022-1073032,29.359172,-98.49807,1660733341000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:48:48,W Commerce St / S Trinity St,78207,Other Calls,Welfare Check,2320,CENTRAL,SAPD-2022-1073031,29.427307,-98.517827,1660733328000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:51:00,2400 S Calaveras,78207,Other Calls,Disturbance,2340,CENTRAL,SAPD-2022-1073033,29.401112,-98.526528,1660733460000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:51:07,1500 Sw Military Dr,78221,Other Calls,Welfare Check,6150,SOUTH,SAPD-2022-1073035,29.356662,-98.516817,1660733467000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:51:06,11500 Huebner Rd,78230,Other Calls,Disturbance,7230,PRUE,SAPD-2022-1073034,29.550312,-98.574282,1660733466000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:54:20,4100 Lost Trl,78218,Property Crime Calls,Theft,4360,EAST,SAPD-2022-1073038,29.5125,-98.413889,1660733660000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 5:52:01,Ih 10 E Wb / E Loop 1604 N,78109,Traffic Calls,Traffic Related,4310,EAST,SAPD-2022-1073037,29.465472,-98.292296,1660733521000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 5:54:22,3500 Wurzbach Rd,78238,Other Calls,Disturbance,5310,WEST,SAPD-2022-1073039,29.471167,-98.623799,1660733662000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:52:16,9700 Airport Blvd,78216,Other Calls,Property Found,SAT1,AIRPORT,SAPD-2022-1073036,29.527705,-98.472816,1660733536000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:57:41,7600-7799 Lost Mine Peak,78240,Other Calls,Disturbance,7160,PRUE,SAPD-2022-1073047,29.508328,-98.593195,1660733861000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:55:20,5100 Village Trail Dr,78218,Other Calls,Disturbance Barking Dog,4340,EAST,SAPD-2022-1073042,29.490832,-98.387857,1660733720000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:55:11,Us Hwy 281 N / Mountain Lodge,78260,Other Calls,SAPD Non-Emergency Call,3150,NORTH,SAPD-2022-1073041,29.667509,-98.450787,1660733711000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:58:53,8202-8460 Ih 35 N,78218,Other Calls,Welfare Check,4330,EAST,SAPD-2022-1073049,29.511556,-98.396926,1660733933000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 5:57:49,101-103 BOWIE ST,78205,Other Calls,Ordinance Violation,2110,CENTRAL,SAPD-2022-1073046,29.423655,-98.483049,1660733869000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:00:43,3400 AVENUE B,78209,Other Calls,Patrol By,2230,CENTRAL,SAPD-2022-1073050,29.460556,-98.468611,1660734043000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:01:02,101-103 BOWIE ST,78205,Other Calls,Assist the Public,2110,CENTRAL,SAPD-2022-1073051,29.423049,-98.483188,1660734062000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:05:44,100 Longridge Dr,78228,Crimes Against Person Calls,Assault In Progress,5260,WEST,SAPD-2022-1073062,29.481559,-98.561313,1660734344000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 6:04:23,3500 Roosevelt Ave,78214,Other Calls,Disturbance,6260,SOUTH,SAPD-2022-1073059,29.354347,-98.481242,1660734263000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:04:54,2900 Ruiz St,78237,Other Calls,Disturbance,2360,CENTRAL,SAPD-2022-1073058,29.438108,-98.550042,1660734294000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:05:35,9291-9719 Ih 10 E Wb,78109,Traffic Calls,Traffic Related,4310,EAST,SAPD-2022-1073060,29.462652,-98.303109,1660734335000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:04:37,601-849 E COMMERCE ST,78205,Other Calls,Ordinance Violation,2110,CENTRAL,SAPD-2022-1073057,29.423233,-98.48559,1660734277000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:05:46,601-849 E COMMERCE ST,78205,Other Calls,Ordinance Violation,2110,CENTRAL,SAPD-2022-1073061,29.42343,-98.48646,1660734346000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:08:50,2100 Roosevelt Ave,78210-4917,Other Calls,Suspicious Person,6220,SOUTH,SAPD-2022-1073066,29.382384,-98.482806,1660734530000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:08:36,100-198 ALAMO PLAZA,78205,Other Calls,Ordinance Violation,2110,CENTRAL,SAPD-2022-1073064,29.423798,-98.487231,1660734516000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:08:56,8400 NW MILITARY HWY,78231,Other Calls,Patrol By,7220,PRUE,SAPD-2022-1073065,29.551598,-98.532431,1660734536000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:11:01,9600 Vale,78245,Other Calls,Missing Person/Runaway,5330,WEST,SAPD-2022-1073068,29.419202,-98.67249,1660734661000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:09:46,500 BRACKENRIDGE DR,78212,Other Calls,Patrol By,2230,CENTRAL,SAPD-2022-1073067,29.462084,-98.469713,1660734586000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:12:09,8100-8348 Ih 35 N Nb,78218,Traffic Calls,Traffic Violation,4330,EAST,SAPD-2022-1073070,29.510551,-98.397621,1660734729000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:11:47,401-431 E COMMERCE ST,78205,Other Calls,Ordinance Violation,2110,CENTRAL,SAPD-2022-1073069,29.423842,-98.488276,1660734707000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:12:39,8400 BUCKHORN,78247,Other Calls,Patrol By,3220,NORTH,SAPD-2022-1073071,29.548237,-98.44515,1660734759000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:12:43,11300-11520 US HWY 181 S,78223,Traffic Calls,Traffic Related,NOT SAPD BEX,SAPD OUTSIDE AREA,SAPD-2022-1073072,29.304731,-98.383899,1660734763000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:15:12,101-199 COLLEGE ST,78205,Other Calls,Ordinance Violation,2110,CENTRAL,SAPD-2022-1073073,29.425864,-98.490968,1660734912000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:17:09,600 Florida,78210,Other Calls,Disturbance,4120,EAST,SAPD-2022-1073074,29.406772,-98.479191,1660735029000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:20:36,6900 Camp Bullis Rd,78256,Crimes Against Person Calls,Threats,7260,PRUE,SAPD-2022-1073080,29.614549,-98.619012,1660735236000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 6:20:25,17700 Nw Military Hwy,78257,Traffic Calls,Minor Accident,7260,PRUE,SAPD-2022-1073079,29.607265,-98.567336,1660735225000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:18:19,130-198 E COMMERCE ST,78205,Other Calls,Ordinance Violation,2110,CENTRAL,SAPD-2022-1073076,29.424684,-98.492139,1660735099000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:18:51,5100 VANTAGE WAY,78249,Other Calls,Miscellaneous,7340,PRUE,SAPD-2022-1073077,29.548873,-98.587217,1660735131000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:21:22,600 W Southcross Blvd,78221,Other Calls,Disturbance,6210,SOUTH,SAPD-2022-1073081,29.368259,-98.517242,1660735282000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:22:55,1400 Montana St,78203,Other Calls,Suspicious Person,4140,EAST,SAPD-2022-1073085,29.418499,-98.460287,1660735375000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:19:57,600 Blk River Walk,78215,Traffic Calls,Officer Traffic Stop,2110,CENTRAL,SAPD-2022-1073078,29.423397,-98.487879,1660735197000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:22:33,9400 Guilbeau Rd,78250,Traffic Calls,Minor Accident,7360,PRUE,SAPD-2022-1073084,29.519015,-98.666681,1660735353000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:22:43,400 E Amber Place,78221,Other Calls,Patrol By,6250,SOUTH,SAPD-2022-1073090,29.344715,-98.493026,1660735363000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:24:37,17700 Nw Military Hwy,78257,Traffic Calls,Minor Accident,7260,PRUE,SAPD-2022-1073087,29.607265,-98.567336,1660735477000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:22:06,100-198 N FLORES ST,78205,Other Calls,Patrol By,2120,CENTRAL,SAPD-2022-1073082,29.425412,-98.494588,1660735326000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:23:23,Avenue E / Brooklyn Ave,78215,Traffic Calls,Minor Accident,2130,CENTRAL,SAPD-2022-1073088,29.430447,-98.481784,1660735403000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:25:53,9400 Guilbeau Rd,78250,Traffic Calls,Minor Accident,7360,PRUE,SAPD-2022-1073091,29.519014,-98.667123,1660735553000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:25:01,1700 US HWY 281 N NB,78215,Traffic Calls,Minor Accident,2230,CENTRAL,SAPD-2022-1073089,29.442026,-98.478401,1660735501000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:30:13,5500 S New Braunfels Ave,78223,Crimes Against Person Calls,Threats,6240,SOUTH,SAPD-2022-1073097,29.37153,-98.460926,1660735813000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 6:26:01,100 ZERM RD,78214,Other Calls,Disturbance Neighbor,6260,SOUTH,SAPD-2022-1073092,29.361181,-98.477623,1660735561000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:28:54,700 Lexington Ave,78212,Other Calls,Disturbance,2140,CENTRAL,SAPD-2022-1073095,29.437656,-98.493056,1660735734000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:30:10,500 N Santa Rosa,78207,Other Calls,Property Found,2120,CENTRAL,SAPD-2022-1073096,29.428659,-98.496962,1660735810000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:31:50,100 De Chantle,78201,Other Calls,Suspicious Person,5230,WEST,SAPD-2022-1073100,29.478628,-98.542499,1660735910000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:29:02,101-199 PRODUCE ROW,78207,Other Calls,Patrol By,2120,CENTRAL,SAPD-2022-1073094,29.42506,-98.498134,1660735742000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:32:51,Gage Dr / Springvale Dr,78227,Other Calls,Animal Related,6360,SOUTH,SAPD-2022-1073102,29.385751,-98.637733,1660735971000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:32:28,3500 Roosevelt Ave,78214-2896,Other Calls,Disturbance,6260,SOUTH,SAPD-2022-1073101,29.353554,-98.481772,1660735948000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:31:31,N0 IH 37 S ONRP NB AVE,78223,Traffic Calls,Traffic Related,4220,EAST,SAPD-2022-1073098,29.379047,-98.463259,1660735891000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:33:48,900 F St,78220,Other Calls,Disturbance Family,4230,EAST,SAPD-2022-1073103,29.40849,-98.426423,1660736028000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:35:31,Ih 10 E Wb / Ackerman Rd,78219,Traffic Calls,Traffic Related,4310,EAST,SAPD-2022-1073104,29.438727,-98.380925,1660736131000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:36:47,11900 Mesquite Mesa,78249,Other Calls,Assist the Public,7340,PRUE,SAPD-2022-1073105,29.554587,-98.609601,1660736207000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:41:16,8800 Adams Hill Dr,78227,Other Calls,Patrol By,5340,WEST,SAPD-2022-1073108,29.410445,-98.659513,1660736476000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:40:11,3000 Blk Ih 10 E Eb,78220,Traffic Calls,Traffic Related,4210,EAST,SAPD-2022-1073106,29.404868,-98.441219,1660736411000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:40:29,201-299 E HOUSTON ST,78205,Other Calls,Ordinance Violation,2110,CENTRAL,SAPD-2022-1073107,29.42647,-98.490036,1660736429000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:46:51,State Hwy 151 Sb / N Hunt Ln,78251,Traffic Calls,Traffic Related,5360,WEST,SAPD-2022-1073118,29.44634,-98.67055,1660736811000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:42:41,5900 Lost Crk,78247,Crimes Against Person Calls,Assault In Progress,3260,NORTH,SAPD-2022-1073111,29.591903,-98.373633,1660736561000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 6:45:30,2400 Sw Loop 410,78227-2543,Property Crime Calls,Theft of Vehicle,5170,WEST,SAPD-2022-1073115,29.406784,-98.64856,1660736730000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 6:44:11,300 Rittiman Rd,78209,Other Calls,Ordinance Violation,3340,NORTH,SAPD-2022-1073113,29.484639,-98.446568,1660736651000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:51:02,11800 BEL AIR DR,78213,Other Calls,Patrol By,3110,NORTH,SAPD-2022-1073124,29.549597,-98.517242,1660737062000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:45:27,9501-9897 BANDERA RD,78250,Traffic Calls,Traffic Related,7320,PRUE,SAPD-2022-1073114,29.532564,-98.645605,1660736727000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:49:22,700 Mccullough Ave,78215,Other Calls,Disturbance,2130,CENTRAL,SAPD-2022-1073120,29.434905,-98.488668,1660736962000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:47:51,301-399 PEACOCK ALLEY,78205,Other Calls,Ordinance Violation,2130,CENTRAL,SAPD-2022-1073119,29.427035,-98.489613,1660736871000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:51:23,2500 Babcock Rd,78229,Property Crime Calls,Burglary Vehicle,7140,PRUE,SAPD-2022-1073127,29.505662,-98.587953,1660737083000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 6:51:32,5500 Abilene Trl,78222,Other Calls,Disturbance,4250,EAST,SAPD-2022-1073128,29.377588,-98.380169,1660737092000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:49:24,6600 Southpoint,78229,Crimes Against Person Calls,Holdup Alarm In Progress,7110,PRUE,SAPD-2022-1073121,29.490913,-98.567346,1660736964000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 6:51:14,7700 Prescott Place,78218,Property Crime Calls,Burglary in Progress,4330,EAST,SAPD-2022-1073125,29.504861,-98.369576,1660737074000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 6:55:42,11800 Ih 10 W,78230-1011,Property Crime Calls,Theft of Vehicle,7340,PRUE,SAPD-2022-1073135,29.554409,-98.588326,1660737342000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 6:53:30,100 Spencer Ln,78201,Property Crime Calls,Theft of Vehicle,5230,WEST,SAPD-2022-1073129,29.483463,-98.535531,1660737210000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 6:54:22,100 Military Plaza,78201,Traffic Calls,Minor Accident,2120,CENTRAL,SAPD-2022-1073132,29.424652,-98.495204,1660737262000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:53:52,Rockhill Dr / N Vandiver Dr,78209,Traffic Calls,Traffic Related,3330,NORTH,SAPD-2022-1073130,29.506892,-98.442104,1660737232000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:53:53,500-538 E HOUSTON ST,78205,Other Calls,Ordinance Violation,2110,CENTRAL,SAPD-2022-1073131,29.426527,-98.487408,1660737233000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:57:35,2100 Daniel Boone Dr,78238,Other Calls,Injured/Sick Person,5270,WEST,SAPD-2022-1073146,29.456439,-98.605523,1660737455000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:55:25,800 San Pedro Ave,78212,Other Calls,Disturbance,2140,CENTRAL,SAPD-2022-1073134,29.440654,-98.498974,1660737325000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 6:56:33,15000 Vance Jackson Rd,78249,Traffic Calls,Minor Accident,7230,PRUE,SAPD-2022-1073137,29.585701,-98.586911,1660737393000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 6:54:31,2400-2500 NAVAJO ST,78224,Traffic Calls,Traffic Related,6330,SOUTH,SAPD-2022-1073133,29.348469,-98.54654,1660737271000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 7:00:00,2513-2599 Se Military Dr,78223,Traffic Calls,Minor Accident,6240,SOUTH,SAPD-2022-1073147,29.351833,-98.452553,1660737600000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
